,Unnamed: 0,Unnamed: 0.1,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text
1180,1413,4253,handjob,forgotusernamex,1326773091830279936,2020-11-12 06:25:30,0,,,0.0,Imagine the media handjob Republican Senators are gonna get when they recognize Biden won
1181,1414,4254,handjob,HoustonRetsuko,1326772482888560128,2020-11-12 06:23:04,0,,,0.0,Need money so gonna sell out to the right-wing. New setlist: I bought you a drink so give me a handjob What is a transgâ€¦
1552,2128,4968,hoe,manlikesaiya,1326780092958309888,2020-11-12 06:53:19,0,,,1.0,Like this if ya mums a hoe
1561,2163,5003,hoe,SianChristinaK,1326779943418800128,2020-11-12 06:52:43,0,,,1.0,"go be a hoe today,tomorrow is not promised."
1564,2171,5011,hoe,CHUCKY7522,1326779863412460032,2020-11-12 06:52:24,0,,,1.0,YOU BETTER HANDCUFF YO HOE WITH A ZIP TIE
1565,2173,5013,hoe,Slimming365,1326779852914109952,2020-11-12 06:52:21,0,,,1.0,Hit the door hoe!
1566,2175,5015,hoe,_JustcallmeCj,1326779831309240064,2020-11-12 06:52:16,0,,,1.0,Yo and I know yo hoe ass seen me calling you a couple days ago ðŸ˜‚ I ainâ€™t get shit from you
1574,2190,5030,hoe,brandihokulani_,1326779736232750080,2020-11-12 06:51:54,1,,,1.0,whoever got thru w getting a #PS5 ya moms a hoe!!
1576,2193,5033,hoe,Engioneer07,1326779733141489920,2020-11-12 06:51:53,0,,,1.0,"Translation get the money, never wife a hoe"
1578,2195,5035,hoe,HustlerManitoba,1326779726799790080,2020-11-12 06:51:51,0,,,1.0,"Every time I see Van Jones on cnn he crying, man a hoe"
1580,2198,5038,hoe,litboogiee,1326779696554650112,2020-11-12 06:51:44,0,,,1.0,i hope you know i ainâ€™t gon entertain no messy hoe
1583,2202,5042,hoe,realjm57,1326779676396750080,2020-11-12 06:51:39,0,,,1.0,I ainâ€™t letting no hoe try me
1588,2211,5051,hoe,mnaayyeli,1326779596113649920,2020-11-12 06:51:20,0,,,1.0,stay a hoe then ðŸ¥´
1590,2219,5059,hoe,ChaelisasRoses,1326779541675770112,2020-11-12 06:51:07,0,,,1.0,im mad at you hoe. donâ€™t tell me to breathe why donâ€™t you go fucking fix my following first
1593,2224,5064,hoe,ja_naeeeee,1326779516212140032,2020-11-12 06:51:01,0,,,1.0,"You can be his hoe forever, he wonâ€™t ever give you shitðŸ¤ª"
1594,2225,5065,hoe,l0vershot,1326779510612770048,2020-11-12 06:51:00,0,,,1.0,She a hoeâ€¼ï¸ðŸ’¯
1608,2250,5090,hoe,3400jd8,1326779403003689984,2020-11-12 06:50:34,0,,,1.0,that hoe would not let me place the order lmaoo
1611,2256,5096,hoe,juss1tee_,1326779384259350016,2020-11-12 06:50:30,0,,,1.0,hoe bye âœŒðŸ¾
1613,2267,5107,hoe,_toxicvirgo_,1326779349509530112,2020-11-12 06:50:21,0,,,1.0,All I want for my birthday is a big booty hoe
1615,2271,5111,hoe,nonbinarygayrat,1326779342337289984,2020-11-12 06:50:20,0,,,1.0,DO IT HOEðŸ”ªðŸ”ªðŸ”ª
1620,2283,5123,hoe,takiaraburkes,1326779306211760128,2020-11-12 06:50:11,0,,,1.0,Hoe u funny asf thoðŸ˜‚ðŸ˜‚
1621,2300,5140,hoe,strvda_,1326779245134289920,2020-11-12 06:49:57,0,,,1.0,Stfu hoe your not even Honduran
1622,2303,5143,hoe,bryen_sooks,1326779228214400000,2020-11-12 06:49:53,0,,,1.0,Bro if youâ€™re using a bot rn ya moms a hoe and I hope you get crippled.
1624,2310,5150,hoe,ariielizabet,1326779205271549952,2020-11-12 06:49:47,0,,,1.0,i thought you said â€œiâ€™m not a pro iâ€™m a hoeâ€ and it honestly resonated with me
1632,2370,5210,hoe,JGriffths,1326778982684039936,2020-11-12 06:48:54,0,,,1.0,Same hoe be online talking bout her BD never see his kids smh
1635,2380,5220,hoe,Hxcasf,1326778960169070080,2020-11-12 06:48:49,0,,,1.0,Issa joke damn hoe
1637,2393,5233,hoe,DominicHerrod,1326778923045309952,2020-11-12 06:48:40,0,,,1.0,Being single and not a hoe is not for the weak
1645,2435,5275,hoe,therealnai___,1326778756929819904,2020-11-12 06:48:00,0,,,1.0,You look ðŸ‘€ so exotic what are you mixed with ? â€œHOEâ€ ðŸ™ƒ
1646,2439,5279,hoe,kendeyl,1326778742358870016,2020-11-12 06:47:57,0,,,1.0,imma strap you down HOE
1647,2443,5283,hoe,lovelupitaa,1326778729100610048,2020-11-12 06:47:54,2,,,1.0,That hoe be lying lol I know she loves me cus she be drunk texting me ðŸ˜Œ
1653,2473,5313,hoe,fashoookayyy,1326778636918279936,2020-11-12 06:47:32,0,,,1.0,This hoe actually hard
1659,2519,5359,hoe,ChaelisasRoses,1326778489727539968,2020-11-12 06:46:56,0,,,1.0,suck my dick you hoe
1662,2530,5370,hoe,TyleeerL,1326778458798769920,2020-11-12 06:46:49,0,,,1.0,We lit! Pickin that hoe up tmrrw morning ðŸ¤˜ðŸ¾ðŸ¤˜ðŸ¾ðŸ¤˜ðŸ¾ðŸ¤˜ðŸ¾ðŸ˜Ž
1668,2574,5414,hoe,DOWNBOTTOMHOFF,1326778301411699968,2020-11-12 06:46:12,0,,,1.0,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ this girl at work tell dawg she went threw her hoe stage I look at em n said brody donâ€™t do it she still a hoe
1670,2580,5420,hoe,worlds_tyrant,1326778263478419968,2020-11-12 06:46:03,0,,,1.0,1. WHOEVER THREW THAT PAPER YA MOMS A HOE
1671,2581,5421,hoe,1Bandobali,1326778259426710016,2020-11-12 06:46:02,0,,,1.0,A hoe puts the I-N-G in Pimping her hoe-I-N-G is what makes you pimp-I-N-G
1675,2590,5430,hoe,callum_murden,1326778170012529920,2020-11-12 06:45:40,0,,,1.0,WHOEVER THREW THAT PAPER YA MOMS A HOE
1676,2593,5433,hoe,HayleyHae,1326778157278650112,2020-11-12 06:45:37,0,,,1.0,Sexy lil hoe !
1549,2121,4961,hoe,Leah_2333,1326780121257280000,2020-11-12 06:53:25,0,,,0.0,and if you got a new bitch why you still callin and i look better than that hoe thats why she made u block me
1550,2122,4962,hoe,ailensunshinee,1326780118564549888,2020-11-12 06:53:25,0,,,0.0,Get you a hoe who can cop everything
1551,2124,4964,hoe,netdog713,1326780116404489984,2020-11-12 06:53:24,0,,,0.0,"Sheâ€™s a good one, because I would kick his fat, hoe ass outta my house, my life, etc"
1553,2132,4972,hoe,Mr_Barasha,1326780084720640000,2020-11-12 06:53:17,0,,,0.0,When God brings a good woman in your life in the middle of your hoe phase
1554,2136,4976,hoe,bbnissah,1326780072511089920,2020-11-12 06:53:14,0,,,0.0,5 DAYS?!! i be flipping out when itâ€™s 1 day late like HOE WYAAAAA
1555,2143,4983,hoe,Bethivymay,1326780028718370048,2020-11-12 06:53:03,0,,,0.0,YES MELLO IS SO HOT
1556,2145,4985,hoe,kdeeswenson,1326780027321649920,2020-11-12 06:53:03,0,,,0.0,I hoe the rumor isnâ€™t true that you are going to stop asking people to quarantine!
1557,2148,4988,hoe,DeplorableHooc1,1326780013631429888,2020-11-12 06:53:00,0,,,0.0,"Well shit, maybe Trump should have used these tactics as America wouldn't have to worry about Joe and tâ€¦"
1558,2153,4993,hoe,hoe_static,1326779997445639936,2020-11-12 06:52:56,0,,,0.0,Have you ever tasted a sunrise? â˜€ï¸
1559,2160,5000,hoe,amariaaliyahh_,1326779956559529984,2020-11-12 06:52:46,0,,,0.0,I tell this hoe get ready cs we fina go to the lake she cant even do that.
1560,2162,5002,hoe,briarthan,1326779945197179904,2020-11-12 06:52:43,1,,,0.0,Hoe make your mind up tf
1562,2164,5004,hoe,TheREALAmaniJay,1326779939992029952,2020-11-12 06:52:42,0,,,0.0,Donâ€™t tell me who worth it or not. If thatâ€™s my nigga thatâ€™s my nigga. Hoe
1563,2166,5006,hoe,oustrinstruggs,1326779929091030016,2020-11-12 06:52:40,0,,,0.0,gago amp
1567,2177,5017,hoe,shidabaddestt,1326779821037400064,2020-11-12 06:52:14,0,,,0.0,man i could smack a ho down rn frðŸ˜’ðŸ˜‘ not this hoe gave me a dr pepper when i asked for a chocolate shake
1568,2179,5019,hoe,onlyblessen,1326779810526490112,2020-11-12 06:52:11,0,,,0.0,i hate how big my heart is. this hoe literally gone be the death of me
1569,2180,5020,hoe,DaevionsDaddy,1326779798350380032,2020-11-12 06:52:08,0,,,0.0,You bluffin donâ€™t nobody take u real I cut that hoe off she my baby still she callin this phone an she pay the billâ€¦
1570,2182,5022,hoe,Sizzlrauhl,1326779777164989952,2020-11-12 06:52:03,0,,,0.0,ATTENTION I'll be replying 10times frm 10accs. (RT all 100 replies) TARGET:11K
1571,2186,5026,hoe,KeorieeKathleen,1326779755581070080,2020-11-12 06:51:58,0,,,0.0,"Man these niggas be bitches, straight hoe flat out he sissy"
1572,2187,5027,hoe,michaelsofetch,1326779749063150080,2020-11-12 06:51:57,0,,,0.0,Man we finna whip this hoe after we picked up her dog and copped a tall can lol
1573,2189,5029,hoe,Skyelar_Cribbs,1326779738346680064,2020-11-12 06:51:54,1,,,0.0,"Bitch, just tell me Iâ€™m pretty and go about your day! Hater ass hoe!"
1575,2192,5032,hoe,Naambo11s,1326779734576000000,2020-11-12 06:51:53,0,,,0.0,"Congratulations to Thando and his fiancÃ©, let this serve as a gentle reminder that some of you can sbwl and manifest everydâ€¦"
1577,2194,5034,hoe,williamsarchive,1326779731115719936,2020-11-12 06:51:52,0,,,0.0,Donâ€™t play with Smacks &amp; Geez hoe thatâ€™s the other half of meðŸ¤£ðŸ’ªðŸ¾
1579,2197,5037,hoe,AGiovanni_1,1326779701705230080,2020-11-12 06:51:45,0,,,0.0,. (Donâ€™t fucking hoe bitch keep scrolling)
1581,2199,5039,hoe,breannadache,1326779690900720128,2020-11-12 06:51:43,0,,,0.0,I wonder where that pickled head hoe at.
1582,2201,5041,hoe,miichaelrobles6,1326779676476509952,2020-11-12 06:51:39,0,,,0.0,dis city gon hoe you like a bitch you love
1584,2205,5045,hoe,xXLord_WeebusXx,1326779648131389952,2020-11-12 06:51:33,0,,,0.0,Chicken? With your BMI? I think not hoe.
1585,2206,5046,hoe,hyunjins_hoe_,1326779628313319936,2020-11-12 06:51:28,0,,,0.0,"if i see anyone saying that it's a ""cuddle weather"" then i'd assume that you're blinded by your privilege lifestyle to be thisâ€¦"
1586,2208,5048,hoe,AngelaDobbins19,1326779618406370048,2020-11-12 06:51:26,0,,,0.0,Progressives: â€œhoe dare you use the word Bytchhhhâ€ Also Progressives:
1587,2209,5049,hoe,_jackkiiieeee,1326779599070629888,2020-11-12 06:51:21,0,,,0.0,if he has twitter heâ€™s automatically a hoe
1589,2217,5057,hoe,Jimbeau_Slice,1326779568947130112,2020-11-12 06:51:14,3,,,0.0,Target just hoe'd me on the #PS5 checkout. I'm so pissed.
1591,2221,5061,hoe,mikejamesNFO,1326779536630020096,2020-11-12 06:51:06,0,,,0.0,bruh my shit did too.. i had to keep spamming that hoe
1592,2223,5063,hoe,ayyyashi,1326779525288570112,2020-11-12 06:51:03,0,,,0.0,ok shubhi flirting connoisseur
1595,2226,5066,hoe,AnastassiaEPH,1326779498629619968,2020-11-12 06:50:57,0,,,0.0,SQUIDDDDYYYYYYYYY UR MY ONLY HOE DONT LEAVEðŸ˜­ðŸ˜­
1596,2228,5068,hoe,Kenma_hoe,1326779479142889984,2020-11-12 06:50:52,0,,,0.0,"I feel like i annoy u a lot,, ðŸ¤¡âœŒðŸ¼ honestly idk what to say but ur rlly fun to be with. Tho i think ur mad at me, idâ€¦"
1597,2233,5073,hoe,mikasas_hoe,1326779459689720064,2020-11-12 06:50:48,0,,,0.0,in a relationship with a mask ðŸ˜³ðŸ¦ 
1598,2234,5074,hoe,EDDIELOVESMOKE,1326779458615980032,2020-11-12 06:50:47,0,,,0.0,I went to Walmart high as fuck and came out that hoe with a job
1599,2235,5075,hoe,_th3kvng_,1326779456212630016,2020-11-12 06:50:47,0,,,0.0,So I got bit by a spider at the baseball fields and that hoe swollen lmaoooo
1600,2238,5078,hoe,djungeIskog,1326779443327749888,2020-11-12 06:50:44,0,,,0.0,lisa to jean: if i was a gardener i'd put our tulips together jean: aww i love you beidou to ningguang: if i was a gardeâ€¦
1601,2240,5080,hoe,vec_hoe,1326779437279549952,2020-11-12 06:50:42,0,,,0.0,"This year weâ€™ve been through crazy times. And through it all, weâ€™ve all had to look inwards to find hopes of better times aheadâ€¦"
1602,2242,5082,hoe,daziosamuz,1326779431474609920,2020-11-12 06:50:41,0,,,0.0,"[While Kunikida was a teacher] Student: What did you say? What did you say? Kunikida: I said whoever threw that paper, youâ€¦"
1603,2243,5083,hoe,FABDltp,1326779425531290112,2020-11-12 06:50:40,0,,,0.0,"Outside of real life, CH has out on full display how niggas use the guise of masculinity to be hoe ass niggas. They use woâ€¦"
1604,2244,5084,hoe,RamseyBeast,1326779420003150080,2020-11-12 06:50:38,6,,,0.0,Iâ€™m a Barb but KIM WAS RAPPING ON THIS HOE! The WHOLE album bump!
1605,2246,5086,hoe,hoe_seoki,1326779412914840064,2020-11-12 06:50:37,0,,,0.0,my boyfriend has been really sweet lately and Iâ€™m just so happy right now like me and him were in a rough spot forâ€¦
1606,2247,5087,hoe,hoe_gaarden25,1326779408867330048,2020-11-12 06:50:36,0,,,0.0,Hate to break this but some of these people who ask #NasaanAngPangulo aren't the ones directly hit by #UlyssesPh . How unforâ€¦
1607,2248,5088,hoe,fuckgabriellaa,1326779407969750016,2020-11-12 06:50:35,0,,,0.0,Donâ€™t work inna garden ainâ€™t no reason to love a hoe
3047,4550,7390,homo,maitoessimp,1326769603545080064,2020-11-12 06:11:38,0,,,1.0,Fucking homo
3378,4903,7743,homo,vibribbon__,1326736333692260096,2020-11-12 03:59:26,0,,,1.0,full homo
3769,5332,8172,homosexual,beomprnt,1326750940091780096,2020-11-12 04:57:28,1,,,1.0,Wtf why is this entire group homosexual
3770,5333,8173,homosexual,therealtrillo1,1326750753512250112,2020-11-12 04:56:44,0,,,1.0,Closet homosexual
3871,5456,8296,homosexual,leafy_bot,1326736487623379968,2020-11-12 04:00:02,0,,,1.0,THE MOST HOMOSEXUAL HOE ON THE INTERNET SEPARATES ME
3896,5489,8329,homosexual,dysphoricethan2,1326733442000819968,2020-11-12 03:47:56,6,,,1.0,just homosexual
4154,5830,8670,humping,_isabellaana,1326781601678830080,2020-11-12 06:59:18,2,,,1.0,hey shea ðŸ˜ *starts dry humping you*
4160,5836,8676,humping,fartfuck25,1326776670729189888,2020-11-12 06:39:43,0,,,1.0,*starts dry humping you*
4170,5846,8686,humping,DigiPxnk,1326773195530230016,2020-11-12 06:25:54,1,,,1.0,Oh there will be more than humping. Alex is pent up-
4180,5856,8696,humping,neededxme,1326769202099790080,2020-11-12 06:10:02,0,,,1.0,"riding someone's face but not a gently humping. brutal facefucking until their face is literally wet and sloppy, all disâ€¦"
4199,5878,8718,humping,girleater3,1326759984240199936,2020-11-12 05:33:24,1,,,1.0,highkey theyre literally hopping around with their dicks in their hands air humping eachother ðŸ¤¨
4203,5882,8722,humping,darksidesith75,1326756890924080128,2020-11-12 05:21:07,0,,,1.0,"â€œI just love a man in uniform.â€ - Me, humping the postmanâ€™s leg"
4211,5891,8731,humping,miscellaneousjo,1326753937190390016,2020-11-12 05:09:23,1,,,1.0,lol ahahahahahah I fucked Up my fÃ¤fsÃ¦. Baby girl im broke please just understand that *starts dry humping u*
4222,5905,8745,humping,h_holding,1326749041124890112,2020-11-12 04:49:55,0,,,1.0,ðŸ¤£ðŸ¤£ðŸ’€ðŸ’€ðŸ”¥ðŸ”¥ Theoâ€™s reaction when he realizes youâ€™re humping his leg in plaâ€¦
4153,5829,8669,humping,BrentAI__,1326781778166759936,2020-11-12 07:00:00,0,,,0.0,"Kelvin's take: ""worst case scenario"" is that alligators get rowdy and start humping your ship"
4155,5831,8671,humping,AZStJohn1,1326778676915079936,2020-11-12 06:47:41,0,,,0.0,"-It's my weiner I can wash anytime I want.... Yes but sir, you were dressed in leather and chains and hâ€¦"
4156,5832,8672,humping,kissmyBBM,1326778658774799872,2020-11-12 06:47:37,3,,,0.0,Juniper is humping her teddy.... Murphy is going on an extended holiday to Gauteng VERRRY soon.
4157,5833,8673,humping,etoile_baby,1326778612939419904,2020-11-12 06:47:26,1,,,0.0,dry humping
4158,5834,8674,humping,__TheyLoveMo,1326778457913690112,2020-11-12 06:46:49,0,,,0.0,Should a puppy be humping shit at 10 weeks? Iâ€™m appalled. ðŸ˜‚ this nigga be going in on his squeaky toy.
4159,5835,8675,humping,CFosee,1326778453400709888,2020-11-12 06:46:48,0,,,0.0,Actually they're both LIARS so get a humping. Maybe her daddy will want to take photos with her.
4161,5837,8677,humping,johnantoncs,1326776537132219904,2020-11-12 06:39:11,1,,,0.0,better not start humping. ðŸ˜–
4162,5838,8678,humping,FoxyKaia,1326776499068950016,2020-11-12 06:39:02,0,,,0.0,Dry humping.
4163,5839,8679,humping,rosepetals,1326776153802210048,2020-11-12 06:37:40,0,,,0.0,Trump-humping State Department is preventing Biden from accessing messages from foreign leaders
4164,5840,8680,humping,tapiocachocobo,1326774948002729984,2020-11-12 06:32:52,1,,,0.0,I SAW THE COCK NOW IMAGE RIGHT AFTER THE DRY HUMPING ONE AND LOST IT
4739,6622,9462,hussy,RxcklessSZN,1326651758031099904,2020-11-11 22:23:21,0,,,1.0,The big hussy â¤ï¸
4740,6623,9463,hussy,thesalteater,1326650745459000064,2020-11-11 22:19:20,0,,,1.0,"""Two timing hussy!"""
4745,6629,9469,hussy,Georgismum,1326643788027200000,2020-11-11 21:51:41,0,,,1.0,She secretly hopes it was the brazen hussy
4747,6631,9471,hussy,TMIWITW,1326642066747689984,2020-11-11 21:44:51,3,,,1.0,You had me at hussy. ðŸ˜‚ðŸ˜‚
4763,6648,9488,hussy,TrayD12,1326630555543280128,2020-11-11 20:59:06,0,,,1.0,You a lil hussy lol
4659,6529,9369,hussy,doose81715511,1326782258888509952,2020-11-12 07:01:55,0,,,0.0,Amen
4660,6530,9370,hussy,hussy_official,1326781651976900096,2020-11-12 06:59:30,0,,,0.0,"When you have a good heart, good things will always locate you. Star girl we pray for many more bigger ones again amen ðŸ™ðŸ™ðŸ‘ðŸ‘â€¦"
4661,6531,9371,hussy,hussy_babe,1326780963502820096,2020-11-12 06:56:46,60,,,0.0,"When you have a good heart, good things will always locate you. Star girl we pray for many more bigger ones again aâ€¦"
4662,6532,9372,hussy,bashonalitty,1326780693012160000,2020-11-12 06:55:42,0,,,0.0,Ya Allah ease our ways.
4663,6534,9374,hussy,mariam_joosab01,1326778857207239936,2020-11-12 06:48:24,0,,,0.0,"You're free to come over but Joey's not that affectionate throughout the day (she likes sleeping, but sâ€¦"
4737,6620,9460,hussy,Mss_hussy_,1326652509939780096,2020-11-11 22:26:21,0,,,0.0,We suffer from information overload. Many people obsess over how much news &amp; updates they need to know to stay on top of thiâ€¦
5284,7232,10072,hymen,SlimeMirai,1326775036783569920,2020-11-12 06:33:13,0,,,1.0,Always talking about her hymen n shit
5305,7257,10097,hymen,ibby_perez,1326694800393870080,2020-11-12 01:14:23,0,,,1.0,Remember TI checks his daughters hymen
5324,7277,10117,hymen,MrNopeNopington,1326639499795950080,2020-11-11 21:34:39,3,,,1.0,Keep thinking about how i wanna break that Kirbado guys bussy hymen
5335,7291,10131,hymen,ConfessNe,1326618863266619904,2020-11-11 20:12:39,0,,,1.0,"""""Better Lincomplain""""? I wanna rub foreskins with that Hot Topic moderator who lost her hymen from riding on her bâ€¦"
5347,7304,10144,hymen,sellyourcloaka1,1326553902175539968,2020-11-11 15:54:31,0,,,1.0,i want to put her hymen into a vial for a necklace
5364,7322,10162,hymen,itsblottie,1326508902201100032,2020-11-11 12:55:42,0,,,1.0,TI been cancelled when he admitted to checking his daughter hymen to see if she still a virgin
5404,7373,10213,hymen,tomatobepis,1326298403555429888,2020-11-10 22:59:15,1,,,1.0,I removed ur moms hymen
5411,7380,10220,hymen,DandreLavell,1326275758323599872,2020-11-10 21:29:16,0,,,1.0,I was done with TI the moment o found out he was accompanying his daughter to her gynecologist to see if her hymenâ€¦
5417,7387,10227,hymen,iamtvm_,1326253330297989888,2020-11-10 20:00:09,0,,,1.0,he gets her hymen checked to make sure she aint having sex
5485,7483,10323,hymen,thatsnotfair20,1326039590805720064,2020-11-10 05:50:49,0,,,1.0,"Oh and when they talk about Snow Whiteâ€™s hymen, I think that gives me an insight intoâ€¦"
5486,7484,10324,hymen,HYMEN_PAIN_3,1326037109925430016,2020-11-10 05:40:58,13,,,1.0,Open wide. ðŸ˜
5518,7523,10363,hymen,keredm,1325951948013459968,2020-11-10 00:02:34,0,,,1.0,did anyone need the 'snow white's hymen' imagery in their lives
5710,7792,10632,hymen,Okedolapo3,1325488654123399936,2020-11-08 17:21:36,0,,,1.0,why is he obsessed with women's hymen?
5722,7867,10707,hymen,HYMEN_PAIN_3,1325461375867640064,2020-11-08 15:33:12,8,,,1.0,Stupid cunt.
5285,7233,10073,hymen,delunasksk,1326773461583330048,2020-11-12 06:26:58,0,,,0.0,"stop degrading yourself by putting your worth on your hymen. and men, stop obsessing over women's virginity unless youâ€¦"
5286,7234,10074,hymen,1stborn_unicorn,1326770433383930112,2020-11-12 06:14:56,0,,,0.0,Her hymen is growing back
5287,7235,10075,hymen,Eykaa_,1326768435427160064,2020-11-12 06:06:59,0,,,0.0,"maybe it's just me but virginity is a fucking myth. there's no such thing as virginity. i bet if we ask the boys, noneâ€¦"
5288,7236,10076,hymen,BladeRunner1488,1326768168891770112,2020-11-12 06:05:56,0,,,0.0,I broke asuka's hymen
5289,7238,10078,hymen,amiranurafiqah_,1326764824131399936,2020-11-12 05:52:38,3,,,0.0,"stop degrading yourself by putting your worth on your hymen. and men, stop obsessing over women's virginity unlessâ€¦"
5290,7239,10079,hymen,NatureofDavey,1326762783489270016,2020-11-12 05:44:32,0,,,0.0,I did it for 1 year and 9 months. It was only hard in the beginning and toward the end of my time. One thing that mâ€¦
5291,7241,10081,hymen,hymen_opus,1326755042658040064,2020-11-12 05:13:46,0,,,0.0,getting BNHA spoilers secondhand is WILD let me tell you.
5292,7243,10083,hymen,fl0recito,1326749911799350016,2020-11-12 04:53:23,1,,,0.0,amerikkkas silly little election distracted me from all the fucking work i had to do and now iâ€™m up to my hymen inâ€¦
5293,7244,10084,hymen,OMG_Half_Clutch,1326746829917199872,2020-11-12 04:41:08,0,,,0.0,Sleeping on botoss dey break hymen? ðŸ˜œ
5294,7245,10085,hymen,RealPumpkinJay,1326745399722459904,2020-11-12 04:35:27,1,,,0.0,"*scrolling through* Well I didnâ€™t see that one coming... but then again, thatâ€™s the eâ€¦"
5295,7246,10086,hymen,caleighisinpain,1326742210499500032,2020-11-12 04:22:47,1,,,0.0,lmhoâ€”&gt;laughing my hymen off
5296,7248,10088,hymen,NULL_GOD,1326741945075500032,2020-11-12 04:21:44,0,,,0.0,Hymen? More like â€œhi menâ€ aha
5297,7249,10089,hymen,Ghislaintweets,1326739701559130112,2020-11-12 04:12:49,2,,,0.0,but you know how to say who broke your hymen...ðŸ™„ðŸ™„ðŸ™„ Anyway this kind of virginity is givâ€¦
5298,7250,10090,hymen,NadiyahJune,1326733017432399872,2020-11-12 03:46:15,2,,,0.0,Who broke ur hymen??
5299,7251,10091,hymen,snowbirdtbh,1326732120581139968,2020-11-12 03:42:41,1,,,0.0,ill delete ur hymen
5300,7252,10092,hymen,YourLovelyAngeI,1326718803963599872,2020-11-12 02:49:46,3,,,0.0,"iâ€™m pretty sure i broke my hymen a few years ago, iâ€™m kinda sad about that ðŸ˜ž"
5301,7253,10093,hymen,amiranurafiqah_,1326718544382360064,2020-11-12 02:48:44,12,,,0.0,"maybe it's just me but virginity is a fucking myth. there's no such thing as virginity. i bet if we ask the boys, nâ€¦"
5758,7955,10795,incest,john_jb6368093,1326783572586449920,2020-11-12 07:07:08,0,,,1.0,I take it incest is popular in Portland . .
5812,8023,10863,incest,prydaslut,1326775021855970048,2020-11-12 06:33:10,0,,,1.0,You look like a product of incest ðŸ˜­ðŸ˜­ðŸ˜­
5836,8050,10890,incest,P0R0NGADEMEI,1326772437820859904,2020-11-12 06:22:54,0,,,1.0,Stop harassing you for your art?? LMAO oh so basically you want me to MASTURBATE to it? Want me to drop my pants and stroâ€¦
6144,8472,11312,incest,SophiaOmar17,1326730683767790080,2020-11-12 03:36:59,0,,,1.0,I'm very sorry for you my friend. Being a product of incest must make your life sâ€¦
6149,8480,11320,incest,MarkKribs,1326729880642390016,2020-11-12 03:33:47,0,,,1.0,"""Incest is best""."
6176,8517,11357,incest,JLiebert99,1326726930477969920,2020-11-12 03:22:04,0,,,1.0,ik incest marriages run in ur family buh its a crime and totally disgusting
6217,8574,11414,incest,TurboChud9000,1326721659336849920,2020-11-12 03:01:07,5,,,1.0,it is well known that women are aroused by criminals... didn't know pedophilic incest also oiled upâ€¦
5736,7931,10771,incest,CHERUBPET,1326787337406330112,2020-11-12 07:22:06,1,,,0.0,"Iâ€™m prepared to get cancelled but ddlg, omo, scat, age play, vomit play, incest play and race play ðŸ˜ƒ"
5737,7932,10772,incest,Akshaydas333,1326787179226469888,2020-11-12 07:21:28,0,,,0.0,Alâ€¦
5738,7933,10773,incest,Limeveis,1326787122708300032,2020-11-12 07:21:15,0,,,0.0,top funniest thing i've heard today: apparently there's a fandom around greek mythology getting big and they get mad aboutâ€¦
5739,7934,10774,incest,Sassychickie,1326786589188640000,2020-11-12 07:19:08,1,,,0.0,Yikes!! Incest is realðŸ¤£
5740,7935,10775,incest,Akshaydas333,1326786294752679936,2020-11-12 07:17:57,0,,,0.0,Heâ€¦
5741,7936,10776,incest,Pauli_p_moose,1326786280202639872,2020-11-12 07:17:54,2,,,0.0,why do Europeans INSIST on making incest films? Just to spite me????
5742,7937,10777,incest,SoraNull,1326786254701280000,2020-11-12 07:17:48,0,,,0.0,My little sister cant be this cute doesn't have enough incest
5743,7938,10778,incest,FmMilard,1326786217107719936,2020-11-12 07:17:39,0,,,0.0,"Attending a Legislative Advocacy Stakeholdersâ€™ meeting on the Sexual Offences Bill, 2019 convened by Interâ€¦"
6252,8630,11470,intheass,hobistraberri,1326331068555909888,2020-11-11 01:09:03,0,,,1.0,OH FUCK ME INTHEASS
6251,8629,11469,intheass,baconaxolotl,1326492068693220096,2020-11-11 11:48:48,1,,,0.0,"But it makes 90% of people's layouts look ugly, and it's a pain intheass to use in daytime, dim is the perfect balance"
6668,9396,12236,jiz,ByShaylen,1326593140199980032,2020-11-11 18:30:26,0,,,1.0,"Yeah no, I ain't washing his jiz."
6671,9399,12239,jiz,porn_click_864,1326563567705920000,2020-11-11 16:32:55,0,,,1.0,Cute blonde gets jiz . . . .â€¦
6673,9402,12242,jiz,prodigyat9,1326541740589769984,2020-11-11 15:06:11,0,,,1.0,Is that jiz on your face?
6894,9661,12501,jiz,Madmex13201483,1325633007378700032,2020-11-09 02:55:12,0,,,1.0,"Hey Lindsay, wipe Trump's jiz off your chin. It's embarrassing."
6901,9669,12509,jiz,Prokofi33354264,1325594676234220032,2020-11-09 00:22:53,0,,,1.0,"This is HAF I luv sperm, semen, cum, spunk, jiz"
6976,9747,12587,jiz,rdjmcs,1325171183495539968,2020-11-07 20:20:05,1,,,1.0,I see some trump jiz on your lip.
6622,9349,12189,jiz,jiz_miaga,1326786354898980096,2020-11-12 07:18:12,0,,,0.0,"Letâ€™s pray for everyoneâ€™s safety, especially the homeless it mustâ€™ve been hard for them ðŸ™ðŸ»"
6623,9350,12190,jiz,mel_jiz,1326785281916349952,2020-11-12 07:13:56,0,,,0.0,Just want to take a break from everything and come here to cure all this stress &amp; anxiety.
