,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text
64,ass,sarah_tonin218,1.33e+18,11-11-2020 06:54,0,,,0,My life is really just one big ass broad city episode
970,ass,LaurenLeona,1.33e+18,11-11-2020 06:55,0,,,0,"I just argued with a perfect stranger in my head and spent 20 minutes typing up a bomb ass comeback in my notes. Yes I’m crazy, but I’m also literally waiting for some paint to dry so this is how I chose to entertain myself in the mean time... 😅"
1417,dyke,NornIronRover81,1.33e+18,11-11-2020 10:30,1,,,0,They all make Dick Van Dyke's English accent plausible.
1346,bitch ass,zxddymae,1.33e+18,11-11-2020 07:43,0,,,0,im one crybaby ass bitch
864,ass cowboy,candylotus,1.33e+18,11-11-2020 04:26,0,,,0,"I drive a Suzuki samurai, I wear big ass ornate cowboy boots, and I’m looking for justice."
810,Aroused,Emperor_furbo,1.33e+18,10-11-2020 17:01,0,,,0,Unjust criticism is often a disguised compliment. It often means that you have aroused jealousy and envy. Remember that no one ever kicks a dead dog.
2340,Aroused,HonnePiper,1.33e+18,10-11-2020 16:06,0,,,1,But don't guys get aroused from their D? So from butt they just clench it? Bottoms***
1434,eat me,macoypalazuelo,1.33e+18,11-11-2020 10:49,0,,,0,"""Nothing brings me joy anymore, not even food. Now, I only eat for sustenance"""
2334,Aroused,kurisuarmpit,1.33e+18,10-11-2020 16:12,18,,,1,aroused (it reminds me of negev)
1909,boobies,EllieDaCat1,1.33e+18,11-11-2020 05:58,0,,,1,Bonus question… Who has bigger boobies?
2533,blowjob,nutellacoffee_,1.33e+18,11-11-2020 08:04,0,,,1,pogging is a blowjob minus the penis
2483,ass,1MIWH,1.33e+18,11-11-2020 06:55,0,,,1,"why y’all worrying about Ari y’all need to be worried about y’all cheating, having herpes, wanna go half on the rent ass niggas 🙄"
1485,Aroused,dommyinla,1.33e+18,10-11-2020 21:27,3,,,1,i am so aroused right now you have no idea
1501,ass,ChatAboutBri,1.33e+18,11-11-2020 06:56,0,,,1,"Bitches are real live WEIRD AF! 💀😂 , I seem to amaze myself one reality clicks in my head .. my ass was too nice . But alllat nice shit out the window . Correcting everything from here on out!"
1025,Bad Fuck,michaelehhh,1.33e+18,11-11-2020 07:10,0,,,0,Wut the fuck u so bad for
2376,Aroused,onlyavey,1.33e+18,10-11-2020 14:46,1,,,1,Huh. Oddly aroused.
2311,Aroused,BotsandXanax,1.33e+18,10-11-2020 17:25,0,,,1,"Once upon a time, Nora the creep lunatic set sail for adventure. An old histrionic transtrender told Nora a story. 'Listen well' she said to Nora, 'to this aroused by Randi story. ' Once upon a time, Nora the creep transtrender set out for adventure. Nora went home.'"
1480,Aroused,FriskyHyena,1.33e+18,10-11-2020 23:17,4,,,1,My penis is aroused
556,cunt,kharkiv06,1.33e+18,11-11-2020 09:42,0,,,0,Keir Starmer’s a cunt. Pass it on. That should get me banned..
2393,Aroused,_floatswhatever,1.33e+18,10-11-2020 14:16,5,,,1,"and instead of feeling it was wrong, lust clouded his mind as most of his blood gone south to showcase his aroused state."
1394,cunt,DaveMilbo,1.33e+18,11-11-2020 09:12,0,,,0,Day going great. I just saw Sam Newman at an intersection in his Bentley and pissed him off by yelling “oh fuck it’s tha…
733,Dick Licker,SuperHead,1.33e+18,09-11-2020 16:44,0,,,0,"I agree with you sir however, don't feed the trolls. They live on the energy you provide them. Dog dick licker will be gone sooner than later. A disgraced weasel that wasted the American people's time, money and, their lives."
1499,ass,broodinghimbo,1.33e+18,11-11-2020 06:56,0,,,1,"Thinking about the way dreams white nerd fucking ass says ""hey mamas"""
2434,Aroused,BotsandXanax,1.33e+18,10-11-2020 12:45,0,,,1,"Once upon a time, Nora the obsessed brat set out for adventure. An old drugged out transtrender told Nora a story. 'Listen well' she said to Nora, 'to this aroused by Randi tale. ' Once upon a time, Nora the obsessed transtrender left their home. Nora went home.'"
1333,big butt,CannabisMajoris,1.33e+18,11-11-2020 06:04,0,,,0,"Damn, this is all I had to do to come up on some tax free cash? I have witnessed TONS of voter fraud - especially from this guy with an oddly big butt that Sisqo referenced in a song. ""Dumps like a Trump, Trump, Trump""... sounds right..."
1650,Bad Fuck,stefani_76,1.33e+18,11-11-2020 04:52,0,,,1,fuck being good ima bad bitch
126,Bad Fuck,JohnBrasco17,1.33e+18,11-11-2020 06:59,0,,,0,I don’t care how bad I fuck up I care about how I fucked up I get
2346,Aroused,RexCorvinus,1.33e+18,10-11-2020 15:57,0,,,1,Zeke Emmanuel is SO aroused by that sentenced rn
13,Aroused,seqvoix,1.33e+18,11-11-2020 05:12,1,,,0,"kinda, i was too confused to be aroused"
2049,Cuntass,cuntass_chica,1.33e+18,10-11-2020 04:00,0,,,1,Oh🤣🦵 I love a lil leg lock while cuddling 🥰
1365,boobies,sabrinagvx,1.33e+18,11-11-2020 06:29,0,,,0,"Any girls here know where I can get good sports bra for big boobies, the girls need support yet comfort hahah"
240,Balls,Linty_balls,1.33e+18,11-11-2020 07:03,0,,,0,We would’ve all thrived more on MySpace
1774,big butt,buwygfsavage,1.33e+18,11-11-2020 05:00,1,,,1,taylor swift big butt!
670,cunthole,MeepTheDragon,1.33e+18,07-11-2020 14:25,1,,,0,I did it folks. I've got a girlfriend. Now to continuously question why they want to date my dumbass in the first place whether I mean to think about it or not because anxiety is an absolute troglodytic cunthole.
67,ass,ayyyymariii03,1.33e+18,11-11-2020 06:54,0,,,0,life has really been beating my ass
977,ass,HighestPaid_Kay,1.33e+18,11-11-2020 06:55,0,,,0,Von Said He Was In The Cell With D.Rose And He Beat A Nigga Ass He Wasn’t Lying Either Von Put Them Hands On His Ass
2117,Aroused,BotsandXanax,1.33e+18,10-11-2020 23:05,0,,,1,"Once upon a time, Nora the obsessed brat went to seek his forture. An old histrionic stalker told Nora a story. 'Listen well' she said to Nora, 'to this aroused by Randi legend. ' Once upon a time, Nora the histrionic drug addict set sail for adventure. Nora went home.'"
194,Balls,MistressMagilou,1.33e+18,11-11-2020 07:17,0,,,0,Do it no balls.
729,Dick Licker,remember_queenn,1.33e+18,10-11-2020 16:11,2,,,0,"what the fuck is wrong with you, you fucking asshole piece of shit little tiny dick licker fucking asshole fucking die. AAAAAAA. fucking rich people"
1074,Bad Fuck,courtenayw___,1.33e+18,11-11-2020 06:52,0,,,0,"i am so so bad with pronouns sometimes buts it's never ever intentional, sometimes i fuck it up even when i know the correct…"
1405,cunt,creszo,1.33e+18,11-11-2020 09:08,0,,,0,youre a cunt
2230,Aroused,random_snakes,1.33e+18,10-11-2020 19:29,0,,,1,"Mary has the same body parts that other women have. What is the big deal, exactly? Are parents afraid they might have to explain what breasts are to their little brats? Or are people afraid men will get aroused over statues? This is 2020, people need to get TF over it!"
324,bitchtits,bitchtits_265,1.33e+18,08-11-2020 11:21,0,,,0,Well she was right
486,Breast Man,JonSpriggs,1.33e+18,10-11-2020 21:49,1,,,0,"Andrew, clearly not a breast man #MasterChefUK"
865,ass cowboy,punishedZdenko,1.33e+18,11-11-2020 04:08,0,,,0,"I drive a Suzuki samurai, I wear big ass ornate cowboy boots, and I’m looking for justice."
1000,ass,rebxrth__,1.33e+18,11-11-2020 06:55,0,,,0,my anxiety kicking my ass rn
158,Balls,derekwatters18,1.33e+18,11-11-2020 07:26,0,,,0,The campaign will see. The balls in their court
562,cunt,rad1kk,1.33e+18,11-11-2020 09:41,0,,,0,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.
1670,Balls,TheCreoleDeal,1.33e+18,11-11-2020 07:21,0,,,1,I like the way your balls sound under my heel. {Findom•FinD•Finsub•HumanAtm•Cashdrain•Humiliation•Paypig}
1505,ass,REDMami_,1.33e+18,11-11-2020 06:56,0,,,1,IMMA FREAK ASS STREET ASS BITCH FROM DA SOUF
1804,big butt,cutefatbabe,1.33e+18,10-11-2020 21:43,0,,,1,if u have a big butt or a big belly i am ur gf it’s so crazy
1411,cunt,jjelf,1.33e+18,11-11-2020 09:07,0,,,0,Keir Starmer’s a cunt. Pass it on. That should get me banned..
928,ass,PsychWithSass,1.33e+18,11-11-2020 06:56,0,,,0,"I don’t know why I love Scorpio, Libra and Taurus women so much. I think it’s cause they’re not afraid to speak their…"
746,Aroused,kilnfiendpotter,1.33e+18,11-11-2020 01:10,2,,,0,"19. I have been entirely too close to a horny male giraffe. There was a company outing to an exotic animal rescue, and turns out the tour guide did NOT expect him to get aroused so quickly as we drove closer. Giraffe penis is terrifying."
973,ass,baddieassley,1.33e+18,11-11-2020 06:55,0,,,0,Well then- 💔 um....... yeah my ass is too tired to think of songs rn💀
2189,Aroused,SUB_SWO,1.33e+18,10-11-2020 20:53,0,,,1,It isn't often that I get aroused by a tweet...
2400,Aroused,celibatevicky_,1.33e+18,10-11-2020 14:06,2,,,1,you are not the only person i know to be aroused by that kind of thing don't worry
948,ass,therealbigsips,1.33e+18,11-11-2020 06:56,0,,,0,I truly did not think we'd be able to top Four Seasons Total Landscaping and yet here we are with Patti Labelle's Son I…
592,cunt,KrimboSausage,1.33e+18,11-11-2020 08:56,0,,,0,"When you insist there is a right or wrong way to observe remembrance you make it about you and what you think it should be instead of the memory of the fallen This makes you a cunt I have no compuction about telling to fuck the fuck off, as people have recently found out"
2184,Aroused,pektko,1.33e+18,10-11-2020 20:59,0,,,1,😰😰 dk if im scared or aroused rn
1701,Balls,ThisBitchKena,1.33e+18,11-11-2020 07:11,0,,,1,Cheating ain't for me I'm not sucking 2 dicks n 4 balls
216,Balls,SantaNewfie,1.33e+18,11-11-2020 07:12,0,,,0,Nice balls
261,bitch,HiYoshinori,1.33e+18,11-11-2020 07:27,0,,,0,The baddest bitch
505,brothel,littlej1982,1.33e+18,11-11-2020 04:45,0,,,0,Is it a brothel? That the only place to keep your head down. Or #americangladiator #gauntlet and yes that is bad HR-ing
839,Aroused,ReactiveRich,1.33e+18,10-11-2020 13:15,0,,,0,"Poor Will. Sorry mate, art is supposed to arouse the passions and oddly enough, the shittier the art the more those passions are aroused."
54,ass,foxinggloves,1.33e+18,11-11-2020 06:55,0,,,0,pole kicked my ass today
1764,big butt,PrestigePioneer,1.33e+18,11-11-2020 06:55,0,,,1,"Big on your foot, big on your butt."
1081,Bad Fuck,dickwad81,1.33e+18,11-11-2020 06:49,0,,,0,Facts bro fuck these guys mehn ! the song not even bad sef. Baby dey see haters for his comments now he want use David para . stupid pigeon
1008,ass,_tanishajj,1.33e+18,11-11-2020 06:55,0,,,0,Deleted scene of Issa beating Molly’s ass
500,brothel,KSybaritic,1.33e+18,11-11-2020 05:34,1,,,0,"As a long time patron of NV legal bordellos, I think that Nevada sets the precedent in regard to the brothel industry.I hope that eventually someday other states will also have legalized brothels and decriminalize sex work as long as it is conducted in these regulated venues.✌"
1311,big butt,glynmorgan3921,1.33e+18,11-11-2020 06:44,0,,,0,Omg I'm actually thinking trump is going to do this ... Shit it's looking better and better ❤️❤️ come on big boy get that pe…
2548,boobies,MilkGangOffici1,1.33e+18,11-11-2020 07:41,0,,,1,Oh these? My boobies? My massive fucking titties? My super stuffed-up milkies? My honker bonker doinky boinkies? My fucking fabric stretching wind flapping gravity welling sex mounds? You mean these super duper ultra hyper goddamn fuckers?
1640,Bad Fuck,LostAngelesXXX,1.33e+18,11-11-2020 05:28,0,,,1,Ok so umm....@lights I feel like you'd REALLY fuck with my new double single 🥺💕 it's SUPER neo80s synthpop bad bitch shit which i KNOW you of all people will appreciate. ily 😊
918,ass,niiyaaah17,1.33e+18,11-11-2020 06:56,0,,,0,Von was on his ass 😳
2098,Aroused,cukekinks,1.33e+18,11-11-2020 00:23,0,,,1,"thinking abt jon, both ace and autistic, deciding to casually announce that he’s sexually aroused to his boyfriends as…"
1619,Bad Fuck,SpeedwagonsM,1.33e+18,11-11-2020 06:40,1,,,1,"Dude in my class is low key flirting with me which wouldn't be that bad except I know for a fact that because he's on a committee for school he has access to my private info (including my pen name which is attached to my online presence, not this account tho thank fuck) ugghhh"
2099,Aroused,HyperinoR6,1.33e+18,11-11-2020 00:17,5,,,1,BYYYYY And aroused damn it
813,Aroused,KingKinvar,1.33e+18,10-11-2020 16:42,9,,,0,"Y'all ever check your bank account and see more money than you expected, and get aroused?"
1546,ass,granados_roxana,1.33e+18,11-11-2020 06:54,0,,,1,I’m with a bitch that ain’t got no ass
1717,Balls,delinaa_azbehaa,1.33e+18,11-11-2020 07:06,0,,,1,skeet skeet onna chest she kissin my balls
1957,brothel,AngelFlxffz,1.33e+18,11-11-2020 07:44,1,,,1,"(( More updates; Dixie owns a small, very Moulin Rouge like club named Red Room Mill, and she's pretty much the brothel mom type. Got some milf energies and cares deeply for all her boys, girls, and babies."
900,ass cowboy,omertalaflare,1.33e+18,09-11-2020 22:56,0,,,0,I’m tryna find sum bad ass cowboy boots right naaaa
910,ass cowboy,djtraumahawk,1.33e+18,09-11-2020 18:50,3,,,0,Lol well i made it most of the way down the driveway but when it hit the downward angle my cowboy boods and me went wheeeeeee so i used the shovel as a cane and climbed my ass back inside the house hahaha I gotta nuke my good boots
2287,Aroused,Miss_Met,1.33e+18,10-11-2020 18:02,122,,,1,I am aroused
637,Cuntass,cuntass_chica,1.33e+18,10-11-2020 21:15,0,,,0,He can’t leave me alone 😊
1588,asslick,dreddytush,1.33e+18,07-11-2020 18:31,0,,,1,U waste ur brilliance on an unrepentant product of nepotism and favouritism! He'd asslick to any leve…
727,Dick Licker,Tour_Junkies,1.33e+18,10-11-2020 20:24,9,,,0,"for the record as a noted hater: I, DB, do LOVE &amp; RESPECT what BD has done with his game and now for growing this gambling game we love. I will be playing him in DFS this week like a simp. I do think he's a total dick licker in real life."
793,Aroused,1youngmicah__,1.33e+18,10-11-2020 18:48,0,,,0,How could you even be aroused while someone begging and pleading for you to stop ?
1342,bitch ass,libraeb_,1.33e+18,11-11-2020 07:44,0,,,0,"ian kissing NOBODY ass, bitch fuck you."
453,Breast Job,rima_alameddine,1.33e+18,10-11-2020 14:30,9,,,0,Thank you for featuring in this awesome article! It is so important for women to continue conversations with their physicians about #breastcancer screening and it is our job to improve the patient experience.
2395,Aroused,rocksol48258049,1.33e+18,10-11-2020 14:13,1,,,1,"😍🙏 you floor me with every post of yours. I haven’t been so easily aroused, like ever."
387,boobies,Master_Chadley,1.33e+18,11-11-2020 07:17,0,,,0,Are Boobies Safe?
622,Cuntass,cuntass_chica,1.33e+18,11-11-2020 06:19,0,,,0,It’s deeper then social media for me
854,assblaster,ChainlinkoracIe,1.32e+18,03-11-2020 18:39,0,,,0,"guys it’s assblaster, my original account got suspended, please help me get my $link frens back"
1484,Aroused,yitsugee,1.33e+18,10-11-2020 21:30,0,,,1,Bitch I'm in the building you ain't even in the lounge I tried to fuck the world and couldn't even get aroused I ain't looking for the beef but I ain't seen it in a while
2096,Aroused,emiIeave,1.33e+18,11-11-2020 00:27,2,,,1,im Aroused
2491,Bad Fuck,kaurrum,1.33e+18,11-11-2020 07:11,0,,,1,I'm supposed no to be surprised 50 pulls? huh too bad Take Mona and go fuck yourself
2139,Aroused,ampomata,1.33e+18,10-11-2020 22:22,0,,,1,#Words #Art &amp; #goodnight “So perfect was Naoko’s physical beauty now that it aroused nothing sexual in me.” Haruki Mur…
794,Aroused,k_simon97,1.33e+18,10-11-2020 18:44,1,,,0,How could you even be aroused while someone begging and pleading for you to stop ?
1352,boobies,TheRoyalOranges,1.33e+18,11-11-2020 07:08,0,,,0,Long thought to be related to frigatebirds cormorants tropicbirds and gannets and boobies pelicans instead are now known to be most closely related to the shoebill and hamerkop and are placed in the order pelecaniformes
392,boobies,aloewatxr,1.33e+18,11-11-2020 07:03,1,,,0,visit the top surgery room and take the detached boobies
899,ass cowboy,Potato86887291,1.33e+18,09-11-2020 22:58,3,,,0,I've known him for almost 54 years. A pain in the ass at times but the most reliable friend imaginable. All he's ever wanted to be is a cowboy. Lives by the cowboy code.
406,boobies,ReBoRN_616,1.33e+18,11-11-2020 06:06,1,,,0,"These, these are boobies."
1110,Balls,KhayalAzad,1.33e+18,11-11-2020 07:26,0,,,0,Well it seems like she has got them by the balls at the moment.
1182,bastard,EricWhiting20,1.33e+18,11-11-2020 07:24,0,,,0,stop trying to circumvent the election process you cheating bastard. Your party has committed mass fraud against the people of the United States and you all should rot in prison.
1889,boobies,AIMH_1Direction,1.33e+18,11-11-2020 07:43,1,,,1,exactly she didnt need 5k for ipad she needed bigger boobies
911,ass cowboy,astronautkid540,1.33e+18,09-11-2020 17:56,0,,,0,I hate dirty stank ass cowboy fans bro lmao
1482,Aroused,wolfpack250,1.33e+18,10-11-2020 22:14,3,,,1,Sounds like your not aroused enough wonder why ? 😆
191,Balls,KillerElite781,1.33e+18,11-11-2020 07:19,0,,,0,Hopefully cold war zombies is not as dog poopoo balls fart trash as people are calling it. Literally saw someone say to cancel refunds 😬. But yknow its twitter so I gotta wait to get my hands on it to say anything
741,Aroused,Emeth_Prevails,1.33e+18,11-11-2020 02:57,0,,,0,"To all the people who follow you, Trump lost this election and will not be sworn in as the President on Jan 20th. I could say this is crazy but Trump and the Republicans plans are to keep their base aroused so come 4 years from now they will be motivated to vote."
1165,bastard,parkfairynim,1.33e+18,11-11-2020 07:26,0,,,0,Heartbreak na Bastard! I can still remember the time my Girlfriend broke up with me via text message while I was on my way to…
2019,cunt,mrbtc09,1.33e+18,11-11-2020 09:39,0,,,1,AttiCUNT Thomas. The only cunt you saw was when you glanced at yourself in the rear view mirror. At least you could hav…
1599,asslicker,danibermo,1.33e+18,07-11-2020 20:00,0,,,1,"Asslicker, it doesn’t matter who wins"
2497,Bad Fuck,lanni24,1.33e+18,11-11-2020 06:55,0,,,1,“Bad bitch fuck him til he cry like a wimp”😭🔥
1713,Balls,yallweird,1.33e+18,11-11-2020 07:07,0,,,1,balls in my face
2221,Aroused,ayeyoaymee,1.33e+18,10-11-2020 19:44,0,,,1,"A woman’s vagina expands when she’s aroused and her clitoris becomes larger when she is aroused... it’s normal, and if it h…"
2484,ass,j_beau12,1.33e+18,11-11-2020 06:55,0,,,1,I prefer the guys who are more experienced and know they want their ass played with though because they’ll flip over and spread…
484,Breast Man,Woodgirl1977,1.33e+18,10-11-2020 22:08,1,,,0,What? The man's breast being supported by his weapon?? The mustard stain on the woman's shirt?
1451,Aroused,faiikaD,1.33e+18,11-11-2020 04:37,0,,,1,dk about him .. but I'm aroused 😏
1785,big butt,cosmicEnergyy,1.33e+18,11-11-2020 02:08,0,,,1,My butt feeling real big today
627,Cuntass,cuntass_chica,1.33e+18,11-11-2020 04:22,0,,,0,It’s a vibe.
912,ass cowboy,BigDrik86,1.33e+18,09-11-2020 17:55,0,,,0,I hate dirty stank ass cowboy fans bro lmao
1330,big butt,Matome62436295,1.33e+18,11-11-2020 06:10,0,,,0,"Could it be you did not resign because you have issues you are suppresing by staying in office, if so, your butt is gonna get burned big time. The corruption pot is boiling for all to see and those sitting on the lid with the hope theirs wont bubble up will get their comeuppance"
2031,cunt,rossmcmahon_,1.33e+18,11-11-2020 09:19,0,,,1,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.
2104,Aroused,plagerize,1.33e+18,10-11-2020 23:50,0,,,1,D plied P with sex and alcohol. The more money he gave her the better the sex. The less he gave the less attention she gave him overall. Sometimes he gave her less money so that she would be meaner. It aroused him when she berated how he lived especially when she did it when she
850,assblaster,PogoRooMain,1.33e+18,07-11-2020 23:10,3,,,0,This is the noise I make after Taco Bells ASSBLASTER SUPREME
2591,boobies,shaaamoore,1.33e+18,11-11-2020 06:12,0,,,1,"This is my most liked photo(s) bc I showed my boobies, you can’t tell me any different lol"
2519,big butt,Narra1998,1.33e+18,11-11-2020 07:16,3,,,1,that moesha episode where she complains about her butt being too big feels rlly dated with how being “thick” is a positive now
1350,boobies,iamtheboss0000,1.33e+18,11-11-2020 07:30,0,,,0,if you . ♡ ° ♡ think °. ♡ . + that . ✵ ♡ ✷ ♡ ✧ all boo…
1003,ass,_brittanya_,1.33e+18,11-11-2020 06:55,0,,,0,"Canada is probably on their 20th stimulus check, while we’re barely on the first (since most didn’t even get theirs). we…"
1624,Bad Fuck,BUNNYHYBRlD,1.33e+18,11-11-2020 06:21,1,,,1,they make me wanna fuck on acid so bad LMAO
88,assbandit,_AssBandit_,1.32e+18,03-11-2020 11:38,0,,,0,🥺🥺🥺 yani I'm forgettable
171,Balls,staceydawnralph,1.33e+18,11-11-2020 07:21,0,,,0,Mine just wants pasta and meat balls EVERYDAY
2300,Aroused,AngryPaddack,1.33e+18,10-11-2020 17:42,9,,,1,good lord this presser is making me aroused
308,bitch ass,louislosesitall,1.33e+18,11-11-2020 06:45,0,,,0,You know you’re a punk ass bitch when you disable comments
1677,Balls,RobSportswrr,1.33e+18,11-11-2020 07:20,0,,,1,Let me drink your jiz n pre cum look after your cock n balls clean you with my tongue
2059,cuntlick,cuntlicknet,1.32e+18,06-11-2020 22:37,1,,,1,The girl won cunnilingus in strip chess #blonde #cunnilinguist #cunnilingus
1781,big butt,ArgAtg75162185,1.33e+18,11-11-2020 03:23,0,,,1,Do you like tongue in ya big bubble butt?
2054,cunthole,b3ssylatnl,1.33e+18,10-11-2020 15:50,1,,,1,“Birthday greeting cunthole “ 😂😂😂 I never hear some cunt yet
2013,cunnilingus,BussyTotoros,1.33e+18,11-11-2020 01:41,0,,,1,cw: cunnilingus Jotaro eating pussy right after waking up 🙈
1341,bitch ass,z100pre,1.33e+18,11-11-2020 07:44,0,,,0,"Malefics in your 6H be like : 'you have to work your ass off BITCH, rest was never an option'"
2121,Aroused,whosaidyes,1.33e+18,10-11-2020 23:03,0,,,1,"And for the ladies, you were blessed with the ability to go about aroused unnoticed so take it, take it all you can."
1560,ass,Ibukun_M,1.33e+18,11-11-2020 06:53,0,,,1,You know she's an independent woman when she carrys her own ass during sex
1554,ass,TelBoy6969,1.33e+18,11-11-2020 06:53,0,,,1,What an incredible sexy ass 🔥🔥🔥🔥🍆💦😈
1192,bastard,Mim16554172,1.33e+18,11-11-2020 07:23,0,,,0,I keep saying this. the best song to listen to when heartbroken is Hillsong. The lyrics are deep!!! Plus it reminds…
1906,boobies,mclendon705,1.33e+18,11-11-2020 06:10,0,,,1,Time to play with boobies 😉
2077,Dick for brains,cynthsx3,1.32e+18,05-11-2020 02:04,5,,,1,Everyday I thank God I have brains and never ever thought bad boys are my thing. Give me a softie please cos I would not be a ride or die for a bad boy I'll only ride...your dick before you go jail
1595,asslicker,breathelux,1.33e+18,10-11-2020 09:45,0,,,1,get outta here mustin asslicker 🤢
1021,Bad Fuck,yeoohbi,1.33e+18,11-11-2020 07:12,0,,,0,"I swear nothing annoys me more about Kacchan than how much of a FAKE delinquent he is. Awww man he's such a ""bad boy"" f…"
1371,boobies,JustPassingBiii,1.33e+18,11-11-2020 06:17,4,,,0,Imagine being the boobies in miss Dakota’s house? Wow
2560,boobies,tkscharm,1.33e+18,11-11-2020 07:19,0,,,1,big boobies to be exact
2449,Aroused,__THE_PLUG__,1.33e+18,10-11-2020 12:13,0,,,1,"Yeahh, I won’t insult you because I understand why you would think like this, but there’s even women out there that are aroused by what other women wear, they’re called lesbians so you can like to get checked too unless you think lesbians are sick too of course"
1032,Bad Fuck,hazzaloverboy,1.33e+18,11-11-2020 07:07,0,,,0,"as a mexican, im so sick and tired of people using the slur ‘beaner’ simply because its funny or because ‘its not as bad as…"
1636,Bad Fuck,Adult_Sex_ED,1.33e+18,11-11-2020 05:50,0,,,1,"All a guy gotta do is stay the fuck home and stop chasing pussy! Same with women chasing dick and every dude she with, beats the fuck out of her. Bad bitches and bad boys are one in the same! Stay away! They no good! Focus on your personal development no dick and Pussy!"
795,Aroused,sanjitchudha,1.33e+18,10-11-2020 18:19,0,,,0,"It's aroused some controversy but it's good to see a well-deserved statue for Mary Wollstonecraft (1759-97), 'mother o…"
2338,Aroused,houseofSWARM,1.33e+18,10-11-2020 16:09,8,,,1,AROUSED
665,cunthole,_saylavie_,1.33e+18,10-11-2020 03:23,0,,,0,I want wunna know that: 1. MY BOOKS LAND. 2. ALL NOW A COPY IN MY HAND. 3. THEM LOOK SHARP IS CUNTHOLE. 4. I ON M…
1723,Balls,BambiBoy5,1.33e+18,11-11-2020 07:01,0,,,1,Big boys with big dicks and big balls rule the world.
1686,Balls,uhlargesprite,1.33e+18,11-11-2020 07:17,1,,,1,frack my balls
2263,Aroused,taleoftee,1.33e+18,10-11-2020 18:34,0,,,1,Wow. I’m aroused.
706,Dick for brains,blinkylover2010,1.32e+18,05-11-2020 23:52,0,,,0,Hey dick for brains “ALL VOTES MATTER” hahahahahaha
709,Dick for brains,iambrittlm,1.32e+18,05-11-2020 19:13,5,,,0,"Not arguing with a troll on the internet. You want to be a dick for brains and disrespect someone that just passed away, you’ll get all that rightfully comes to you on your own. 🖕🏼"
651,Cuntass,cuntass_chica,1.33e+18,09-11-2020 21:11,0,,,0,Everyday I wake up tryna make some damn money
707,Dick for brains,artemisthrace,1.32e+18,05-11-2020 22:42,2,,,0,"No, dick for brains. Sexual reproduction is the combination of gametes, pregnancy and ultimately childbirth. I refer to ""sexual"" in this manner. Stop sexualizing our bodies, stop sexualizing pregnancy and childbirth. ""Sexual"" as in sexytimes should not even be in this convo."
1054,Bad Fuck,anneteluceroo,1.33e+18,11-11-2020 06:59,1,,,0,fuck being good i’m a bad bitch
2301,Aroused,tannercoerr,1.33e+18,10-11-2020 17:41,0,,,1,I am so aroused
318,bitchtits,the_spookerz,1.33e+18,10-11-2020 00:55,0,,,0,Cheers from bed bitchtits
905,ass cowboy,WWalkerWW,1.33e+18,09-11-2020 21:53,0,,,0,"Here's your billboards on a cap! A cowboy jokingly said, "" I can see a horse ass from a mile away and I know what a jackass looks like ""!"
2111,Aroused,sgiselle__,1.33e+18,10-11-2020 23:17,1,,,1,If you get passed the hard stage and you’re fully aroused and open it can lead to feeling good. Tbh if it ain’t for you don’t even force it our G spot is in our toto Anyways.
2002,cunnilingus,PantherGodBast,1.33e+18,11-11-2020 04:36,0,,,1,"So around what minute mark are you fake moaning during hour long cunnilingus, ladies? 25? 30?"
683,dick beaters,vonnyyd,1.32e+18,05-11-2020 02:19,0,,,0,Classy dick beaters.
573,cunt,DougalMcShoogle,1.33e+18,11-11-2020 09:30,13,,,0,"When driving n somebody coming in the opposite direction pulls over to let me by i always give an acknowledgement with my right hand accompanied by a wee smile. If I pull over n someone doesn't give the wee wave my mouth involuntarily utters ""cunt"". Just me or do we all do it? 😁"
789,Aroused,fmhboldor,1.33e+18,10-11-2020 18:59,0,,,0,"Who shot Andrea Iannone in the back?: He has always aroused controversy. He has been loved and hated with equal intensity,…"
2175,Aroused,repRickGatez,1.33e+18,10-11-2020 21:14,1,,,1,"Its ok, just tell the public you identify as a Gay Black man who was not sexually aroused by Obama. I identify as a Matt, who is not attracted to his adopted adult son that was adopted under questionable circumstances"
1627,Bad Fuck,jooni3stiddi3s,1.33e+18,11-11-2020 06:00,0,,,1,i want to fuck this guy so fucking bad its not even funny
655,Cuntass,cuntass_chica,1.33e+18,09-11-2020 18:48,0,,,0,Feel like I been slacking time to turn my hustle back up a notch or two
806,Aroused,Nudele3,1.33e+18,10-11-2020 17:13,3,,,0,Glad you're back! What's wrong with Your banner has probably aroused some stupid AI bot. 😁
1647,Bad Fuck,vathecoolkid,1.33e+18,11-11-2020 05:04,0,,,1,"I tell her meet in the bathroom, hold up better yet my bedroom, I call that my VIP, fuck a bad bitch, get some head room!"
414,boobies,Waffleman1252,1.33e+18,11-11-2020 05:38,3,,,0,Boobies = chest blasters
650,Cuntass,cuntass_chica,1.33e+18,09-11-2020 21:12,0,,,0,Demon time 😈
2036,cunt,KingSla39123079,1.33e+18,11-11-2020 08:11,1,,,1,"That's my cunt, take it Deep inside your mouth and make me feel that warm throat"
