,Unnamed: 0,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text,Unnamed: 9,Unnamed: 10,Unnamed: 11
3595,3595,whore,n3w_magic_wand,1.33e+18,12-11-2020 18:49,1,,,1.0,he watches porn and is a big whore,,,
451,451,Bad Fuck,stephanieulloax,1.33e+18,11-11-2020 07:00,0,,,0.0,fuck bein’ good ima bad bitch IM SICK OF MFS TRYNA TELL ME HOW TO LIVE,,,
1721,1721,Aroused,mousepounder,1.33e+18,10-11-2020 22:39,0,,,1.0,Well....I'm aroused,,,
1705,1705,Aroused,noririnne,1.33e+18,10-11-2020 23:15,5,,,1.0,"apart from that, at 19 he started dating this super cool vampire, who took most of his firsts. he was so in love with him… but then, after drinking from him for the first time —which totally aroused him—, his ex said that his blood was way to sweet for him and left.",,,
3834,1578,hoe,HustlerManitoba,1.32677972679979e+18,2020-11-12 06:51:51,0,,,1.0,"Every time I see Van Jones on cnn he crying, man a hoe",,,
4306,12044,molester,edconnors3,1.3267433053261e+18,2020-11-12 04:27:08,0,,,1.0,Surprised he stopped sucking your dick long enough to talk... he protected a molester why not you?,,,
3183,3183,eat pussy,SteveBussaGS,1.33e+18,11-11-2020 07:30,0,,,1.0,"Absolutely. If your exes hate you, you don't eat pussy well enough. I aint never got someone so mad at me that those 2am texts don't slide in my phone when they need a tongue in their ass 😂😂💁‍♂️",,,
3327,3327,schlong,L0NELYF4RTS,1.33e+18,10-11-2020 21:21,0,,,1.0,Did that schlong fall out,,,
718,718,big butt,Iv_xiis,1.33e+18,11-11-2020 04:07,0,,,0.0,White people in movies really be mad their butt big,,,
2302,2302,Balls,VacationsVfx,1.33e+18,11-11-2020 07:14,0,,,1.0,they call me bitch balls,,,
3879,1570,hoe,Sizzlrauhl,1.32677977716499e+18,2020-11-12 06:52:03,0,,,0.0,ATTENTION I'll be replying 10times frm 10accs. (RT all 100 replies) TARGET:11K,,,
1801,1801,Aroused,ailenalugo,1.33e+18,10-11-2020 20:11,0,,,1.0,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
3533,3533,sodomize,BasedZolo,1.33e+18,11-11-2020 03:21,2,,,1.0,"Rumor has it, that Rock is on his way to sodomize Junior as we speak.",,,
909,909,bitch ass,fatt15_,1.33e+18,11-11-2020 06:43,0,,,0.0,these bitch ass niggas be hating they want be seen bad,,,
1604,1604,suck,roly267,1.33e+18,11-11-2020 12:57,0,,,0.0,"This is a big fake, hahahha, social media suck lol",,,
99,99,Aroused,GHaZ_NAwE77,1.33e+18,10-11-2020 16:38,0,,,0.0,"equipment, engineering barriers, sapper protective equipment. Video surveillance equipment, scuba diver's equipment and tech…",,,
209,209,ass,kendale___,1.33e+18,11-11-2020 06:56,0,,,0.0,Baby I’m dead ass...,,,
4273,11087,molest,BethelGold,1.32675863205531e+18,2020-11-12 05:28:02,0,,,0.0,"What do you say of father's who molest, leave or abuse their Children? That isn't GOD GOD shouldn'â€¦",,,
681,681,bastard,Olaitan_12,1.33e+18,11-11-2020 07:25,0,,,0.0,"Don’t go around breaking people’s heart ,don’t be a bastard",,,
2003,2003,Aroused,Delibird444,1.33e+18,10-11-2020 13:39,3,,,1.0,I'm aroused,,,
151,151,ass,laylowsteph,1.33e+18,11-11-2020 06:56,0,,,0.0,"yo bruh i dead ass be laughing alone like a crackhead, i really am my own friend 🤣",,,
2864,2864,cumming,mjgtrdz,1.33e+18,11-11-2020 09:15,0,,,1.0,"let me try :) short clip of me cumming💦 cumming,puppyhusband,1.32645E+18,11-11-2020 09:14,0,,,s embarrassing cus I get so whiny when m close to cumming :&lt; cumming,peterdrummond,1.32645E+18,11-11-2020 09:12,1,,,@JoWoCo Here was me thinking Alan Cumming had put on a few pounds... cumming,Drone_Moonvale,1.32645E+18,11-11-2020 09:10,0,,,@Lewdigo1 Yes",,,
1176,1176,Buttfuck,Filthypigeon80,1.33e+18,11-11-2020 03:41,0,,,0.0,"Don’t travel. Stay in Buttfuck, LA your whole life.",,,
2676,2676,butt,PredictedRuin,1.33e+18,11-11-2020 08:12,1,,,1.0,Now. Let's get that cute butt.,,,
3144,3144,eat pussy,Snows0ut,1.33e+18,11-11-2020 07:55,1,,,1.0,i just wanna eat some pussy. fuck,,,
2790,2790,cock suck,ArjunSi51990012,1.33e+18,11-11-2020 08:54,0,,,1.0,Ohhh wow so hot baby I want suck your cock,,,
2394,2394,big butt,notjackandrson,1.33e+18,11-11-2020 00:22,55,,,1.0,Tay Kieth slap my big fat butt 😛💦,,,
2122,2122,ass,spicebae_,1.33e+18,11-11-2020 06:56,0,,,1.0,would've slapped his ass tryna kiss me now after all that humiliation sis had to bear nahh... gtfoh 😂,,,
4366,15122,nipple,iam_kentas,1.32679360510578e+18,2020-11-12 07:47:00,0,,,1.0,Hahahaha ðŸ˜‹ðŸ˜‹ðŸ˜‹ won't you tickle me small? The way you said send it e just make my nipple long like own,,,
1626,1626,whore,awesamdud3,1.33e+18,12-11-2020 19:13,5,,,0.0,i never said this but idk what whore means,,,
3117,3117,eat pussy,left_banksy,1.33e+18,11-11-2020 08:15,0,,,1.0,I want a group of women to use me the way rappers use girls. I’m for the team. Let me eat the whole squad’s pussy and send…,,,
2588,2588,boobies,RhiStomps,1.33e+18,11-11-2020 07:10,3,,,1.0,Oh these? my boobies? my massive fucking titties? my super stuffed up milkies? my honker bonker doinky boinkies? my fucking fabric stretching wind flapping gravity-,,,
2423,2423,bitch,ItsBillcosby,1.33e+18,11-11-2020 07:27,0,,,1.0,If the dick fit suck it bitch 〽️™️,,,
962,962,bite me,H00NSP4CE,1.33e+18,11-11-2020 07:50,1,,,0.0,yall better vote for me in the desizen awards or else i'll bite u,,,
950,950,bitchtits,CraigMahlman,1.32e+18,05-11-2020 12:18,0,,,0.0,Fuck around and find out Bitchtits McCombover!,,,
1337,1337,cunt,DeanBlacke,1.33e+18,11-11-2020 09:08,0,,,0.0,Tbh. You are gross. No lose losing you anyway. Little cunt,,,
257,257,ass,NateFeitz,1.33e+18,11-11-2020 06:55,0,,,0.0,"All the information I know about Homestuck I learned by force, but if I do know one thing, is that I'm a Libra and Terezi can kick your FUCKING ASS",,,
57,57,Aroused,CNDDFDDBururi,1.33e+18,10-11-2020 20:27,0,,,0.0,The 1972 crisis aroused fear among the population. And this caused a series of crimes in Burundi until 1993.@AnglicanNews…,,,
1994,1994,Aroused,WaanjaiAsh,1.33e+18,10-11-2020 13:55,42,,,1.0,"more he was aroused or embarassed and Mew lived to see it. In fact, he hoped to make him feel both of those tonight. ""Can you please undress? If I can't touch you at least let me see you"" Gulf pleaded his eyes glazed over as the anticipation of whatever Mew would do lit him up.",,,
4345,15049,nipple,OluweJ,1.32680654522981e+18,2020-11-12 08:38:25,0,,,1.0,"Do you know that when you old the nipple and the clitoris at the same time , it will screenshot ðŸ˜Šâ˜ºï¸",,,
2703,2703,Chode,nealjmanor,1.33e+18,10-11-2020 19:07,0,,,1.0,You sir are a chode.,,,
1408,1408,dick beaters,TokyoTee__,1.33e+18,10-11-2020 00:38,0,,,0.0,Somebody said about time you got them dick beaters done lmfaoooo g dick beaters 🤣💀‼I've always called them dick grippers,,,
275,275,ass,_tanishajj,1.33e+18,11-11-2020 06:55,0,,,0.0,Deleted scene of Issa beating Molly’s ass,,,
4267,11079,molest,carny348,1.32679796076047e+18,2020-11-12 08:04:19,0,,,0.0,Please Jim Jordan donâ€™t use words you donâ€™t understand: You watched college boys being Raped andâ€¦,,,
1984,1984,Aroused,_floatswhatever,1.33e+18,10-11-2020 14:16,5,,,1.0,"and instead of feeling it was wrong, lust clouded his mind as most of his blood gone south to showcase his aroused state.",,,
4334,15027,muffdive,PunishedFrost,1.32502206032678e+18,2020-11-07 10:27:31,0,,,1.0,Why do you want them to muffdive so bad?,,,
779,779,bitch,cberioss,1.33e+18,11-11-2020 07:27,0,,,0.0,A real bitch is hard to kome across,,,
3136,3136,eat pussy,teliyahaiyaniii,1.33e+18,11-11-2020 07:59,0,,,1.0,i'd Eat My Pussy if i Cld ##TBH,,,
4525,15624,pussy,SteveKuchmak,1.32681433913153e+18,2020-11-12 09:09:24,0,,,0.0,"Real tough guy, talking about law &amp; order, talking about fucking people up, first adult male in the history of the countâ€¦",,,
995,995,boobies,_mckairnes,1.33e+18,11-11-2020 07:22,1,,,0.0,"“i have hair, and i have boobies, and that’s why i’m not a lizard”",,,
2991,2991,eat pussy,Authentic__97,1.33e+18,11-11-2020 10:38,3,,,1.0,The way I eat her ass she don’t be wanting her pussy ate,,,
964,964,bite me,ina_tope,1.33e+18,11-11-2020 07:48,1,,,0.0,That night way that Igbo queen snake bite me down that left wing ...,,,
276,276,ass,Bull_Rush4570,1.33e+18,11-11-2020 06:55,0,,,0.0,"Well there goes your seat at the cool kids table during lunch for you, sir. We're gonna give your spot to Soft Brain Jimmy. He's much improved from trying to lick his ass like a dog since getting that metal plate to replace a large part of his skull.",,,
3665,21,genitals,jullian_sama,1.32676413984755e+18,2020-11-12 05:49:55,1,,,1.0,"Yes he has both genitals! You may search for the terms femboy, or cuntboy, futa,...",,,
617,617,Balls,M00nlight_Melli,1.33e+18,11-11-2020 07:26,0,,,0.0,"(Levis probably crushing erwins balls rn but i dont think they care lol) Balls,rattoobig,1.32643E+18,11-11-2020 07:26,0,,,@DrYunYun """"Pride From Despair"""" from Yakuza Kiwami 2",,,
555,555,Balls,wAkk2020,1.33e+18,11-11-2020 07:20,0,,,0.0,Tucker Carlson has some real BALLS for calling out his own network!!! Nothing but respect for this man! A TRUE journali…,,,
3258,3258,prostitute,relyKDottxt,1.33e+18,11-11-2020 04:20,0,,,1.0,I want someone who looks good in a picture with flash on in a karaoke bar without looking like a 2002 prostitute,,,
4274,11090,molest,Peaches22595815,1.32675542489334e+18,2020-11-12 05:15:17,0,,,0.0,is the most corrupt house before the government is the main sponsor behind the lâ€¦,,,
586,586,Balls,twistedchuy,1.33e+18,11-11-2020 07:13,0,,,0.0,Them : you don't have the balls Me :,,,
3999,6624,jiz,mel_jiz,1.32678400180212e+18,2020-11-12 07:08:51,0,,,0.0,"I fall with guy's intelligent. The way he talks, how he behave, how he bring himself, how he thinks. Maturity in the wâ€¦",,,
752,752,big butt,EricEyyup,1.33e+18,11-11-2020 06:30,0,,,0.0,NIGHTLY REMINDER YOU CAN DO ANYTHING YOU SET YOUR MIND TO SO BE SURE TO DREAM BIG AND WORK YOUR BUTT OFF TO MAKE IT HAPPE…,,,
1217,1217,cock block,Meblaack,1.33e+18,11-11-2020 05:57,0,,,0.0,Like thank you for that major cock block lmmfao.... but what are brothers for 😹,,,
4001,6626,jiz,RohanJason,1.32677183556074e+18,2020-11-12 06:20:30,2,,,0.0,"Week 5: â€œ7.8 billion people on the earth, You think weâ€™re only ones talking about Le Jiz at 4am?â€",,,
3088,3088,eat pussy,KandyKapp,1.33e+18,11-11-2020 08:41,0,,,1.0,if you eat pussy i’ll fuck around and be yo blessing 💯,,,
53,53,Aroused,B_Kenny131,1.33e+18,10-11-2020 20:45,0,,,0.0,I just got aroused reading this blurb on Miami 😍. Most exciting time in my life to be a Dolphins fan #NoCeilings,,,
1152,1152,brotherfucker,manasvix,1.32e+18,07-11-2020 07:40,1,,,0.0,"It's me, i am brotherfucker😫😫",,,
2489,2489,bite me,caesurie,1.33e+18,11-11-2020 07:29,0,,,1.0,well I might bite you don't show it to me,,,
301,301,ass cowboy,supercooloscar,1.33e+18,11-11-2020 00:35,0,,,0.0,this what u talkin bout ♿️ i seen you rolling down the street in a wheelchair and a cowboy was chasing you…,,,
1041,1041,boobies,jorizo710,1.33e+18,11-11-2020 06:40,0,,,0.0,Just minding my business on FaceTime and here comes Turtle making biscuits on my boobies.,,,
4512,15690,pussy,hovlistuen,1.32681339451566e+18,2020-11-12 09:05:38,0,,,1.0,"Nice pussy, mmmmmmmm",,,
4051,7288,kinky,lil_kinky_,1.32678952547826e+18,2020-11-12 07:30:48,0,,,0.0,i just did :)),,,
3174,3174,eat pussy,medticine,1.33e+18,11-11-2020 07:37,0,,,1.0,do any of you want me to eat your pussy for $160 or dick or like um do a little tapdance??????,,,
4290,11122,molest,Election0,1.32673108814895e+18,2020-11-12 03:38:35,0,,,0.0,He only knows how to plagarize and molest kids,,,
3532,3532,sodomize,serinessi,1.33e+18,11-11-2020 03:36,0,,,1.0,"Yeah, don't they like sodomize them there? Especially the pedophiles, oh God.",,,
1280,1280,cunt,nickelsgb,1.33e+18,11-11-2020 09:27,0,,,0.0,Another soppy cunt thinks Biden won.,,,
2226,2226,Bad Fuck,Lemmy_nation,1.33e+18,11-11-2020 05:59,1,,,1.0,Ikr I wanna fuck an Emo Boy do bad!,,,
2545,2545,boobies,trankwilla,1.33e+18,11-11-2020 06:23,0,,,1.0,i mean i love boobies but not mine 🥰,,,
3550,3550,suck,iKissPup,1.33e+18,11-11-2020 13:01,0,,,1.0,Suck my Balls,,,
776,776,bitch,gold6six,1.33e+18,11-11-2020 07:27,0,,,0.0,BITCH DONT GET TOO COMFORTABLE,,,
588,588,Balls,xxbabe___,1.33e+18,11-11-2020 07:12,0,,,0.0,I can't be lifting bowling balls. Its my job so i have to. My back hurts so bad,,,
1139,1139,brothel,amjunek,1.33e+18,11-11-2020 05:43,3,,,0.0,"You’ve heard of Bryson’s Brothel, but have you heard the good news of Allen’s Abbey?",,,
1667,1667,Aroused,Southern_Corn,1.33e+18,10-11-2020 23:43,1,,,1.0,aroused rn,,,
1042,1042,boobies,MichaelPecorar8,1.33e+18,11-11-2020 06:40,0,,,0.0,Our immune systems may be able to fight off COVID if we bring back Blockbuster and we all touch the same movies rated R for nudity again like the good ol days! #BuildUpThatImmuneSystem #AmericanPie #Boobies,,,
1671,1671,Aroused,IquantumstateI,1.33e+18,10-11-2020 22:17,0,,,1.0,Licking your whole body until you become so aroused you cum 😳,,,
625,625,Balls,dahnjor,1.33e+18,11-11-2020 07:25,0,,,0.0,this manager under me at work keeps referring to me as a “delicate lady” and i would like to staple his balls to his forehead,,,
1682,1682,Aroused,ricegirl22,1.33e+18,11-11-2020 02:09,0,,,1.0,seems aroused.,,,
62,62,Aroused,FizzieLou,1.33e+18,10-11-2020 20:04,0,,,0.0,"The #Peasants Strike Back. After the #revolt, the poll tax was abandoned. Nothing like it was imposed again until the time…",,,
3608,3608,fuckbag,LunaMoonblight,1.32e+18,04-11-2020 04:12,0,,,0.0,They did the damage themselves you stupid fuckbag,,,
1540,1540,semen,atul1chaturvedi,1.33e+18,11-11-2020 07:10,0,,,0.0,"Artificial insemination with sex-sorted semen increases the pregnancy rate in cattle, thereby improving the quality &amp; quan…",,,
61,61,Aroused,SaintMichael293,1.33e+18,10-11-2020 20:06,1,,,0.0,"I heard that a lot, as long as you change the word aroused for disappointed.",,,
1858,1858,Aroused,DealMethToKids,1.33e+18,10-11-2020 18:29,0,,,1.0,Y’all really get sexually aroused by complaining about absolutely nothing,,,
3462,3462,slut,_kelsosworld,1.35e+18,09-01-2021 08:53,0,,,1.0,I love the slut one soooo much,,,
1009,1009,boobies,catsunki,1.33e+18,11-11-2020 06:24,2,,,0.0,thank u boobies,,,
1299,1299,cunt,Wokeman8,1.33e+18,11-11-2020 08:54,35,,,0.0,You cannot control a fucking virus. Anyone who says so is a cunt.,,,
2459,2459,bitch ass,_khayess,1.33e+18,11-11-2020 06:43,0,,,1.0,bitch i might eat the ass if its weed in it.,,,
48,48,Aroused,fukawa_ebooks,1.33e+18,10-11-2020 21:37,0,,,0.0,"The protagonist of ""Branded to Kill"" is aroused by the scent of boiled rice... You've never heard of it?",,,
1543,1543,semen,Sarah33038434,1.33e+18,11-11-2020 04:07,0,,,0.0,Slime .... whoever invented it....it reminds me of semen !!!!..No one wants that sticky stuff around! God forbid it dries out on something!,,,
1132,1132,Breast Man,Gazimlink,1.33e+18,10-11-2020 18:32,0,,,0.0,Tryna clear my desk but a man's gotta eat. Pan seared chicken breast sandwich,,,
3062,3062,eat pussy,jamesat72613898,1.33e+18,11-11-2020 09:14,0,,,1.0,Oh i would love to eat her pussy x,,,
1247,1247,cunt,Revolution354,1.33e+18,11-11-2020 09:45,0,,,0.0,Keir Starmer’s a cunt. Pass it on. That should get me banned..,,,
594,594,Balls,KOOSVAMP,1.33e+18,11-11-2020 07:10,0,,,0.0,why Does it Look like a Banana with Balls,,,
1906,1906,Aroused,avipadilla_,1.33e+18,10-11-2020 17:21,0,,,1.0,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
2755,2755,Clit,iwilsonnonny,1.33e+18,11-11-2020 07:31,3,,,1.0,who’s biting the clit though,,,
3191,3191,eat pussy,WHODATISLEE,1.33e+18,11-11-2020 07:27,0,,,1.0,I eat pussy for my own pleasure,,,
4094,7743,lapdance,am_twone,1.3266906808575698e+18,2020-11-12 00:58:01,0,,,0.0,This How The Streets Showing Love Now? NBA YoungBoy Gives His Homie A Borderline Lapdance! -â€¦,,,
1527,1527,rape,Adeleke75_,1.33e+18,11-11-2020 06:42,0,,,0.0,Falsely accusing someone of rape should be declared a crime. Culprits should be punished mercilessly.,,,
3050,3050,eat pussy,Mssittingpretti,1.33e+18,11-11-2020 09:26,0,,,1.0,I ain’t got a talking stage in me do you love me? &amp; do you eat pussy?,,,
4535,15639,pussy,Little09775708,1.32681415697302e+18,2020-11-12 09:08:40,0,,,0.0,cat is a word for pussy so cat cat but remove the cat is just,,,
3558,3558,suck,bruvtav,1.33e+18,11-11-2020 12:57,0,,,1.0,How you gone suck my cock Then be pregnant the day before,,,
3644,3644,fuckable,Laa_Shaay,1.33e+18,11-11-2020 10:19,0,,,1.0,"Y’all niggas be fuckable , and I don’t like that 🤧‼️",,,
700,700,bastard,DavidKehoe10,1.33e+18,11-11-2020 07:23,0,,,0.0,HANSON!! Utter bastard!! Wake up QLD FFS!!!! BREAKING: Pauline Hanson has just done a deal with the LNP to allow employe…,,,
2819,2819,coochie,coolinassrell,1.33e+18,11-11-2020 09:25,0,,,1.0,Ask a girl what does she have to offer other than coochie..,,,
513,513,Ball licker,HOOK_911,1.33e+18,11-11-2020 00:33,0,,,0.0,Doug you just a sheep. 🖕🏼🖕🏼 Dumps ball licker #FKTHEGOP. BTW YOUR NEXT TO EXIT.,,,
287,287,ass,R0XINGTON,1.33e+18,11-11-2020 06:54,0,,,0.0,My aunt got this old ass western on her tv😒,,,
792,792,bitch,ladybug_bitch_,1.33e+18,11-11-2020 07:27,0,,,0.0,That’s always an option. But one you’ll learn to regret.,,,
2049,2049,ass,TaE_CaPo,1.33e+18,11-11-2020 06:56,0,,,1.0,Mane I’m surprised Bagg stil with that hatin ass hoe,,,
3132,3132,eat pussy,xoxo_dimeee,1.33e+18,11-11-2020 08:01,0,,,1.0,eat my pussy on the handstand making me wetter,,,
1748,1748,Aroused,Rebeka80721106,1.33e+18,10-11-2020 21:42,0,,,1.0,#Words #Art &amp; #goodnight “So perfect was Naoko’s physical beauty now that it aroused nothing sexual in me.” Haruki Mur…,,,
4315,12004,molester,montys3rdson,1.32679297810768e+18,2020-11-12 07:44:31,0,,,0.0,"Leicester born and bred ,I have developed a deep sense of irony and deep joy brought to us by the Lâ€¦",,,
3305,3305,pussie,Ya_Highness,1.33e+18,07-11-2020 19:27,1,,,1.0,She said she want a French man to talk that oui oui in her pussie lol,,,
2452,2452,bitch ass,D3V1LS_81TC4,1.33e+18,11-11-2020 07:34,1,,,1.0,"Damn you greedy bitch, lucky I love your cute ass😾",,,
2713,2713,Chode,thriftedgrl,1.33e+18,10-11-2020 08:34,1,,,1.0,in dnd my bird dick size is 3 inches bigger than eat it chode bitch,,,
2368,2368,big butt,VinkolaJokic,1.33e+18,11-11-2020 05:08,0,,,1.0,butt naked watchin her play assassins creed on the big screen and my sub runs out,,,
515,515,Ball licker,herbnan13,1.33e+18,10-11-2020 19:26,3,,,0.0,Who is Trump’s biggest ball licker?,,,
1877,1877,Aroused,GarbageYuppie,1.33e+18,10-11-2020 18:02,5,,,1.0,God this Mets press conference is making me aroused,,,
1862,1862,Aroused,DougWMusic,1.33e+18,10-11-2020 18:24,0,,,1.0,Keg is aroused.,,,
763,763,big butt,xLilybunn,1.33e+18,11-11-2020 06:16,0,,,0.0,yea big accounts literally never have any empathy LOL butt into a random ass convo you have no relation to just to annoy someone you don’t know on a stressful day for what??,,,
3412,3412,slut,excoba_fendi,1.35e+18,09-01-2021 09:38,0,,,1.0,We can't have regular sex .. I gotta slut you out everytime,,,
930,930,bitchtits,alexthetastydom,1.33e+18,09-11-2020 19:56,7,,,0.0,I'm a big fan of Bitchtits. Lol,,,
4103,7756,lapdance,RussInCheshire,1.32664086341446e+18,2020-11-11 21:40:04,5,,,0.0,"Oh that's nothing. They take crack, con a girl into giving her own dad a lapdance, lock peopâ€¦",,,
1821,1821,Aroused,random_snakes,1.33e+18,10-11-2020 19:29,0,,,1.0,"Mary has the same body parts that other women have. What is the big deal, exactly? Are parents afraid they might have to explain what breasts are to their little brats? Or are people afraid men will get aroused over statues? This is 2020, people need to get TF over it!",,,
1813,1813,Aroused,PeriSuzannah,1.33e+18,10-11-2020 19:43,0,,,1.0,I might look and act like a cute schoolgirl today. But you understand that this is merely a disguise to lull you into a se…,,,
777,777,bitch,wormkakez,1.33e+18,11-11-2020 07:27,0,,,0.0,this fucking. bitch no?,,,
2095,2095,ass,thickumxx,1.33e+18,11-11-2020 06:54,0,,,1.0,Lol I hate business so much... why can’t I get fed for just being pretty or at least having a fat ass?,,,
3354,3354,skank bitch,youngshorty191,1.33e+18,09-11-2020 23:52,0,,,1.0,if you support Johnny Depp and his evidence and not that skank bitch lying hoe amber heard,,,
4402,15073,nipple,nenitalunitaa,1.32680143011666e+18,2020-11-12 08:18:06,0,,,0.0,Do nipple piercings really get crustyyyy???,,,
759,759,big butt,AndyDal02045409,1.33e+18,11-11-2020 06:21,0,,,0.0,Omg I'm actually thinking trump is going to do this ... Shit it's looking better and better ❤️❤️ come on big boy get that pe…,,,
1392,1392,cuntfucker,artiekaytoo,1.32e+18,07-11-2020 06:45,0,,,0.0,"imagining the alternate universe where everyone is gay and ""cuntfucker"" is a well-known heterophobic slur esp. in rural areas",,,
3896,1596,hoe,Kenma_hoe,1.32677947914289e+18,2020-11-12 06:50:52,0,,,0.0,"I feel like i annoy u a lot,, ðŸ¤¡âœŒðŸ¼ honestly idk what to say but ur rlly fun to be with. Tho i think ur mad at me, idâ€¦",,,
58,58,Aroused,azzurri6522,1.33e+18,10-11-2020 20:23,3,,,0.0,"So, you have aroused alarm “by expressing alarm at alarming things”. Welcome to never, never trumpland.",,,
4485,15634,pussy,JadiaMayy,1.32681421025754e+18,2020-11-12 09:08:53,0,,,1.0,sometimes I b tripping but my pussy great and my heart is pure so I can do that ðŸ˜ŒðŸ˜ŒðŸ˜Œ,,,
3355,3355,skank bitch,BrodyTatsumi,1.33e+18,09-11-2020 23:37,1,,,1.0,WITHOUT FEELING IRRITABLE. EVERY TIME I PLAY PERSONA 4 AND EXPLORE THE DUNGEON I GOTTA MUTE IT AND PUT ON MY OWN MUSIC BECAUSE I CAN�T STAND LISTENING TO HER BITCH ASS TALK WITHOUT MY HEAD HURTING. I FUCKING HATE THIS DUMB SKANK �UWU I�M SUCH A FANGIRL FOR SENPAI!!1!1!1!!1�,,,
773,773,bitch,immakking,1.33e+18,11-11-2020 07:27,0,,,0.0,happy birthday bitch!!!!!,,,
2008,2008,Aroused,CitizenNappa21,1.33e+18,10-11-2020 13:27,1,,,1.0,I should not be aroused by this,,,
3641,3641,fuckable,LaughinDoggo,1.33e+18,11-11-2020 11:49,1,,,1.0,This cat had literally NO reason to be this fuckable,,,
836,836,bitch,loonathotty,1.33e+18,11-11-2020 07:26,0,,,0.0,this bitch really lit on ig live im LMFAOOOOOOOO,,,
1831,1831,Aroused,BenSouthAlabama,1.33e+18,10-11-2020 19:04,4,,,1.0,Mike Pence saw your Tweet and got aroused.,,,
1059,1059,Boobjob,TheBookofGinko,1.33e+18,10-11-2020 12:56,0,,,0.0,Pretty sure one of my CWs got a boobjob a few months ago.. and lipfillings.. &amp; prob some more nip/tuck here n there.,,,
3439,3439,slut,elle_damnitgal,1.35e+18,09-01-2021 09:09,0,,,1.0,"Ride em all, dear slut sister.",,,
760,760,big butt,kaneness,1.33e+18,11-11-2020 06:19,0,,,0.0,NIGHTLY REMINDER YOU CAN DO ANYTHING YOU SET YOUR MIND TO SO BE SURE TO DREAM BIG AND WORK YOUR BUTT OFF TO MAKE IT HAPPE…,,,
2220,2220,Bad Fuck,BUNNYHYBRlD,1.33e+18,11-11-2020 06:21,1,,,1.0,they make me wanna fuck on acid so bad LMAO,,,
4185,9982,masturbate,sajnasub,1.32677899862667e+18,2020-11-12 06:48:58,1,,,1.0,My cuck brother wants to masturbate looking at his slut sister and I am happy to do that,,,
4257,11104,molest,Townbiznessman,1.32674235788718e+18,2020-11-12 04:23:22,0,,,1.0,Washington man allegedly called himself â€˜pervyguy40â€™ online. Feds say he planned Bay Area trip to molest kids of undercoveâ€¦,,,
2832,2832,coochie,SasvadhaParathi,1.33e+18,11-11-2020 07:18,11,,,1.0,"shes not a dry texter, you just not getting her coochie wet bro",,,
2891,2891,cunnilingus,EarthyArchetype,1.33e+18,11-11-2020 04:13,0,,,1.0,"Happily before I accept subpar, hour long cunnilingus",,,
574,574,Balls,thaysemyan,1.33e+18,11-11-2020 07:15,0,,,0.0,OMG beautiful balls 😍,,,
3080,3080,eat pussy,queencourtk,1.33e+18,11-11-2020 08:47,0,,,1.0,Ever just look at a woman and be like... I just wanna eat your pussy 😍🤤,,,
3181,3181,eat pussy,zubacbaby,1.33e+18,11-11-2020 07:31,0,,,1.0,So you’re honestly telling me there’s guys who don’t eat pussy?👀,,,
1236,1236,cunilingus,SheSo_Chocolate,1.33e+18,11-11-2020 02:53,0,,,0.0,This nigga Chappelle called Condolezza Rice “Cunilingus Rice” 🤣🤣🤣🤣🤣🤣🤣🤣,,,
1666,1666,Aroused,AceeZ,1.33e+18,11-11-2020 00:19,5,,,1.0,im aroused by foxa,,,
772,772,big butt,nexcip1,1.33e+18,11-11-2020 05:58,0,,,0.0,A new phrase added to international terminology 'lying like an armenian' Big butt donated 1 million USD. We 👉👌 that hip😁😂🇦🇿🇹🇷,,,
521,521,Ball licker,DaveJEast,1.33e+18,10-11-2020 03:17,1,,,0.0,"Ah, a photo of the royal ball licker.",,,
3606,3606,fuckable,XRickBlaineX,1.33e+18,11-11-2020 13:38,0,,,0.0,Got told I was toxic and fuckable. I'm not husband material at all 😂😂,,,
1115,1115,Breast Man,Cattvision,1.33e+18,11-11-2020 03:33,0,,,0.0,there’s a video of a man sucking breast milk out of breasts and a conversation about cock rings. i’m too saved for this.,,,
1084,1084,boobs,eveiiamor,1.33e+18,11-11-2020 07:53,0,,,0.0,I’m having back problems because of my boobs 😩 I just want a boob reduction and I’ll be happy 😭😭,,,
1374,1374,Cuntass,desolationbulle,1.33e+18,10-11-2020 16:50,0,,,0.0,everyone saying cuntass in the lil nas roblox server making me piss myself okskso,,,
564,564,Balls,KillerElite781,1.33e+18,11-11-2020 07:19,0,,,0.0,Hopefully cold war zombies is not as dog poopoo balls fart trash as people are calling it. Literally saw someone say to cancel refunds 😬. But yknow its twitter so I gotta wait to get my hands on it to say anything,,,
223,223,ass,kansdero_,1.33e+18,11-11-2020 06:56,0,,,0.0,"Honestly, I would never let a man kick my ass☺ if he tried something, I'd be like HEY! You get your fuck*n ass back to…",,,
2491,2491,bite me,cascabelpink,1.33e+18,11-11-2020 07:27,2,,,1.0,sorry this is making me fucking lose it. me when i'm a floating skull. please just bite me to death,,,
4247,11078,molest,BotGambino,1.3267997645209e+18,2020-11-12 08:11:29,0,,,1.0,You gotta do a show so we can come and molest you',,,
