,Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Label,Text,Unnamed: 9,Unnamed: 10,Unnamed: 11
1486,eat me,momogiyeah,1.33e+18,11-11-2020 10:49,0,,,0,"🐻 “Since you’re exercising, that’s good enough for me (to not exercise)” isn’t that the same as saying “I get full by watch…",,,
1619,whore,hanlizborn,1.33e+18,12-11-2020 19:26,0,,,0,ill never forget being bullied for using tampons my freshman year and how that made me a whore and not a virgin lol.,,,
213,ass,_cheysha,1.33e+18,11-11-2020 06:56,0,,,0,foo i hate liars! biggest pet peeve. aint no reason to lie at this grown ass age.,,,
2911,cunt,KateyLouByrnes,1.33e+18,11-11-2020 09:31,3,,,1,"No team meeting Sherry Bobbins, you giraffe necked cunt, just kick the fucking ball.",,,
2196,AssMan,AssMan_1979,1.33e+18,11-11-2020 05:01,1,,,1,Smart butthole😼,,,
896,bitch ass,charizachh,1.33e+18,11-11-2020 07:04,0,,,0,those bitch ass veterans...,,,
3472,slut,life_wonderings,1.35e+18,09-01-2021 08:46,0,,,1,Listen here you little fucking whore. I will tie you up. I will fucking chain you to my bed and force your legs open. I w…,,,
1311,cunt,MantaOceanic,1.33e+18,11-11-2020 08:10,0,,,0,You are such a lying 🤥 Cunt .,,,
1067,boobs,ellalcolmanx,1.33e+18,11-11-2020 08:07,0,,,0,Everyday “need a girl with small boobs and a big bum” but ask yourself what do you bring to the table?,,,
1387,Cuntass,cuntass_chica,1.33e+18,09-11-2020 18:48,0,,,0,Feel like I been slacking time to turn my hustle back up a notch or two,,,
1393,cuntfucker,paintwater_boba,1.32e+18,06-11-2020 20:13,2,,,0,me when the cuntfucker son of a shit who bullied me in middle school transfers so my highschool and now i have class with his annoying attention seeking piece of ass self,,,
1118,Breast Man,jpentacost,1.33e+18,11-11-2020 01:14,0,,,0,"1/2 Shame on y'all for kink shaming. When a dude says he's a ""leg guy"" or a ""boob guy"" he doesn't mean he's a leg or a breast. When an, obviously, white man says he's, ""a black gay guy,"" he's clearly stating preference not identify. Now you've pushed Dean back into the closet &amp;",,,
1248,cunt,M_Loos,1.33e+18,11-11-2020 09:44,0,,,0,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.,,,
1487,eat me,michnmpofu,1.33e+18,11-11-2020 10:49,0,,,0,someone's father is tryna do streaks with me on snapchat my guy plz I'll eat your children's school fees stop this,,,
3503,sluts,JYrafael,1.33e+18,11-11-2020 05:51,0,,,1,ebony sluts . . . . . . . . . . . . . . . . . .…,,,
1552,skank fuck,thekodeesmith,1.33e+18,10-11-2020 01:13,2,,,0,fuck that. dont ever come back trying to mend our relationship when you were the one who threw it all away over some skank.,,,
1850,Aroused,Megacherv,1.33e+18,10-11-2020 18:38,0,,,1,Completely naked and hanging upside down by my feet in a tree in my front garden waiting for DHL to show up with my Ser…,,,
1751,Aroused,_Wilson2002,1.33e+18,10-11-2020 21:40,1,,,1,"I scared, and aroused, and scared that I’m aroused.",,,
2096,ass,Mianooooooooooo,1.33e+18,11-11-2020 06:54,0,,,1,"The ""this"" is not for your big ass",,,
1617,wanking,blarrkwave_,1.33e+18,12-11-2020 09:27,10,,,0,Tips to stop wanking : - Cut your two evil hands since you no wan hear word again 😂😭,,,
3446,slut,S4PN4PSGROWL,1.35e+18,09-01-2021 09:05,9,,,1,“Ah~” s4pn4p you little freak you slut you attention whore I love you,,,
605,Balls,snaggle44,1.33e+18,11-11-2020 07:06,0,,,0,I try this every time I play golf but just seem to lose hundreds of balls 🤣🤣🤣,,,
2537,boobies,scftsannie,1.33e+18,11-11-2020 07:19,0,,,1,yes ofc we love seeing boobies,,,
1306,cunt,dksheff,1.33e+18,11-11-2020 08:14,0,,,0,Piers Morgan wants people who refuse to take the COVID vaccine to be banned from travelling. Authoritarian cunt.,,,
2474,bitchtits,Sammmmm46021663,1.32e+18,04-11-2020 22:21,0,,,1,Says the man with bitchtits 😒😒😒,,,
3084,eat pussy,jilxni,1.33e+18,11-11-2020 08:47,0,,,1,Imagine being an abortionist like how tf you gna eat lunch after u scrambled the baby's brains all over the place inside a women pussy 🤮🤮,,,
854,bitch,emixvly,1.33e+18,11-11-2020 07:26,0,,,0,A flying roach put more fear in my heart than any bitch walking this earth.,,,
506,Bad Fuck,HOeNE0s,1.33e+18,11-11-2020 06:43,1,,,0,I live in the Philippines BUT IM BAD AT TAGALOG WHAT THE FUCK,,,
2464,bitchtits,AweebitD,1.33e+18,10-11-2020 12:46,0,,,1,They guy looks like he has just given a yeti a rim job. #trumpsAmerica #Concede #bitchtits,,,
716,big butt,hwastwinkle,1.33e+18,11-11-2020 05:28,0,,,0,NO WAY DID SOMEONE TELL CHAN HE HAS A BIG BUTT 😭😭😭😭,,,
614,Balls,AuditorInvestor,1.33e+18,11-11-2020 07:02,0,,,0,She had more balls than most men. Fantastic leader.,,,
968,bite me,bite_me_06,1.33e+18,11-11-2020 07:30,0,,,0,WE WILL WIN!,,,
161,ass,stretchgawdx,1.33e+18,11-11-2020 06:55,0,,,0,random ass queers talking hot but sounds like a shemale i can’t 😂😂😂😂,,,
2193,asslicker,ilbmr,1.32e+18,07-11-2020 08:27,1,,,1,You be asslicker,,,
2905,cunt,kinksuki,1.33e+18,11-11-2020 09:35,6,,,1,"he doesn’t even ask if he could cum inside of her, just shoves his hips forward and pumps her swollen and clenched cunt up with rope after rope of thick seed. she’s too weak to fight back, too fucked out to do anything but take it as he milks his cock and fucks his load deeper.",,,
3447,slut,Raf02782909,1.35e+18,09-01-2021 09:04,0,,,1,You’re so beautiful...slut...even more...😍😍😍😘😘😘,,,
200,ass,CaffeiNadedTV,1.33e+18,11-11-2020 06:56,0,,,0,"Beat this chick ass outside of the band room with a heavy ass backpack on my back, then beat her sister up in…",,,
2020,Aroused,gattiito,1.33e+18,10-11-2020 12:59,0,,,1,"WHAA😭 HELPPP h word is when u feel aroused sexually, maam. 😭😭😭",,,
3252,prostitute,xol_au,1.33e+18,11-11-2020 05:20,0,,,1,What is a difference between a professional prostitute and a girl who eats off multiple guys for fun and money?,,,
3534,sodomize,bearschoice2020,1.33e+18,11-11-2020 01:11,3,,,1,More likely sodomize any rat that dares crawl in,,,
3206,eat pussy,ChasingRvinbows,1.33e+18,11-11-2020 07:06,0,,,1,“ Tomorrow isn’t promised.. eat her pussy today “,,,
1948,Aroused,tatysapp,1.33e+18,10-11-2020 15:35,0,,,1,If my energy alone doesn’t get you aroused then I ain’t the one for you.,,,
1126,Breast Man,JenniferRSouth1,1.33e+18,10-11-2020 22:07,0,,,0,"ICYMI: “If a man has a #BRCA1 or #BRCA2 mutation, breast self-exam training and education, as well as yearly clinical breast exams starting at age 35, could be recommended,” #MedTwitter #oncologytwitter",,,
1213,cock,BotfulJokes,1.33e+18,11-11-2020 08:56,0,,,0,What did one cock say to the other? You crack me up!,,,
2363,big butt,voyeur59500,1.33e+18,11-11-2020 06:23,1,,,1,I love your big butt 😍,,,
3193,eat pussy,hstylls,1.33e+18,11-11-2020 07:26,0,,,1,I ain’t got a talking stage in me do you love me? &amp; do you eat pussy?,,,
3225,erection,Cozicles,1.33e+18,11-11-2020 11:09,0,,,1,GIRL YOU DO DAMAGE TO ME + Fuck the world I'ma walking erection,,,
3440,slut,Justbeingurfav,1.35e+18,09-01-2021 09:09,0,,,1,Constant nipple sucking while you ride me and hug tightly like a good little slut ♥️,,,
2060,ass,Bennzzzooo5,1.33e+18,11-11-2020 06:56,0,,,1,I already showed my ass now I let my nuts hang,,,
992,boobies,CanyonMoonV0L6,1.33e+18,11-11-2020 07:34,0,,,0,me either so ill just say boobies daily,,,
1853,Aroused,pfrusso,1.33e+18,10-11-2020 18:34,0,,,1,I’m equal parts emotional and extremely aroused.,,,
2175,asslick,askw88,1.33e+18,10-11-2020 10:28,2,,,1,Europe is ready...to asslick america again,,,
981,bite me,Swim_here_now,1.33e+18,11-11-2020 06:48,0,,,0,Unpopular opinion: 'employability' can bite me,,,
1771,Aroused,GuernseyJuliet,1.33e+18,10-11-2020 21:07,22,,,1,"#Words #Art &amp; #goodnight “So perfect was Naoko’s physical beauty now that it aroused nothing sexual in me.” Haruki Murakami, Norwegian Wood 🖌Ikenaga Yasunari 🇯🇵",,,
1601,suck,haelarious,1.33e+18,11-11-2020 12:59,0,,,0,twenty twenty is suck,,,
510,Bad Fuck,Fantastic4Stan,1.33e+18,11-11-2020 06:43,4,,,0,"Holy shit shut the fuck you dumb motherfuckers. Movies can have flaws doesn't make them ""bad"" cause I can still like them and think they're good you fucking idiot.",,,
3300,pussie,shiffl1,1.33e+18,10-11-2020 11:45,0,,,1,Words of wisdom; the tRump family are assholes. The GOP are big pussies. MAGAt's are total dicks. Dicks fuck pussie,,,
3049,eat pussy,phinnie9,1.33e+18,11-11-2020 09:29,0,,,1,If I can’t just roll over and eat ya pussy Yu sleeping on da couch mom-mom #Disrespectfully,,,
2107,ass,WalterKHumphri1,1.33e+18,11-11-2020 06:53,0,,,1,Let me eat your pussy and ass,,,
1609,tittie,TheTinyPrick,1.33e+18,11-11-2020 05:11,0,,,0,oh i fear for my tittie,,,
1628,whore,bribrilolbye,1.33e+18,12-11-2020 19:10,0,,,0,I am a whore for pasta,,,
2459,bitch ass,_khayess,1.33e+18,11-11-2020 06:43,0,,,1,bitch i might eat the ass if its weed in it.,,,
1372,Cuntass,cuntass_chica,1.33e+18,10-11-2020 19:26,0,,,0,Oil change then car wash today,,,
1677,Aroused,hassdadddyy,1.33e+18,10-11-2020 21:01,2,,,1,Tried to fuck the world and couldn't even get aroused,,,
3483,slut,Darius05566230,1.35e+18,09-01-2021 08:33,0,,,1,Get better you fucking wholesome ass slut I need your content,,,
1034,boobies,ilovewomenlol,1.33e+18,11-11-2020 07:01,1,,,0,non stfu,,,
1911,Aroused,_Markkuchan_,1.33e+18,10-11-2020 17:00,0,,,1,Here's me opening up a bit about my bisexuality: tbh i feel romantically &amp; sexually more comfy with girls and nonbinary f…,,,
1183,byatch,byatch_,1.32e+18,03-11-2020 23:59,1,,,0,YOU ARE FUNNY 😂😂😂😂😂😂😂,,,
2044,Aroused,MedievalDuffer,1.33e+18,10-11-2020 12:10,0,,,1,"One eleventh-century Irish tract states that in heaven people will be naked but not sexually aroused by each other, which…",,,
54,Aroused,VickyJSmith1,1.33e+18,10-11-2020 20:38,0,,,0,"It's aroused some controversy but it's good to see a well-deserved statue for Mary Wollstonecraft (1759-97), 'mother o…",,,
1107,Breast Job,hexesintexas,1.33e+18,09-11-2020 17:36,1,,,0,literally!!! also i dare them &amp; anyone else who supports that line of thinking to go tell someone with a hard ass underpaid job and shitty work commute to come home and whip up a grilled chicken breast and a kale side salad like get real,,,
3216,Ejaculate,EllyPeckins,1.33e+18,11-11-2020 08:14,1,,,1,A man that fucks you and doesn't ejaculate 😍😍,,,
1445,Dick for brains,LucasPBernard,1.32e+18,04-11-2020 19:46,0,,,0,"If you voted for , you have shit for brains. I'm sorry if that offends anyone. Actually no I'm not. Eat a dick, fucktards.",,,
1543,semen,Sarah33038434,1.33e+18,11-11-2020 04:07,0,,,0,Slime .... whoever invented it....it reminds me of semen !!!!..No one wants that sticky stuff around! God forbid it dries out on something!,,,
532,Balls,lisanoel1968,1.33e+18,11-11-2020 07:25,0,,,0,no balls same old shit,,,
1554,skank fuck,kattie_kunt,1.33e+18,07-11-2020 12:40,20,,,0,"Because a hot girl turns you down, she turns into a skank? Damn Mr. Rejected, shut the fuck up",,,
1371,Cuntass,cuntass_chica,1.33e+18,10-11-2020 20:00,0,,,0,Trying find a hotel in dc with a balcony any suggestions?,,,
406,Bad Fuck,springrabbits_,1.33e+18,11-11-2020 07:01,0,,,0,‘You think cannibalism is bad’ what... the fuck....,,,
3268,prostitute,V0RGUE,1.33e+18,11-11-2020 02:42,2,,,1,Ain't u a internet prostitute? Lol,,,
1152,brotherfucker,manasvix,1.32e+18,07-11-2020 07:40,1,,,0,"It's me, i am brotherfucker😫😫",,,
1212,cock,NinkiMinjach,1.33e+18,11-11-2020 08:57,0,,,0,Damn ya'll really be out here saying cock?? 😭😭,,,
3420,slut,SarahRattray12,1.35e+18,09-01-2021 09:28,0,,,1,#youtube I love being your fuck slut.,,,
193,ass,EtaElle,1.33e+18,11-11-2020 06:56,0,,,0,His soft ass ain’t and can’t beat up anyone,,,
3290,puss,Mike_T3113,1.33e+18,11-11-2020 03:28,0,,,1,"Wow, what a puss",,,
3393,skank fuck,sportshate1,1.32e+18,05-11-2020 15:39,0,,,1,"fuck you, see you in hell skank",,,
152,ass,KersheanaTaylor,1.33e+18,11-11-2020 06:56,0,,,0,He took off on his ass,,,
637,Balls,KrishnaKRM,1.33e+18,11-11-2020 07:23,0,,,0,ABD irundhalum Virat was playing at below 120 SR only la. Rahul ku lam epdi. He starts hitting only after facing 35 balls normally.,,,
1921,Aroused,TheFreddieMo,1.33e+18,10-11-2020 16:20,1,,,1,I'm aroused,,,
1544,skank bitch,Dpressed_muffin,1.33e+18,11-11-2020 05:58,0,,,0,"I've had guys like this DM me, and get nasty and mean. Calling me a stuck up bitch",,,
1978,Aroused,richluc37916666,1.33e+18,10-11-2020 14:32,1,,,1,She seems aroused,,,
3408,slut,LaurieRuffin3,1.35e+18,09-01-2021 09:42,0,,,1,"#passion You are a fucking slut, aren't you?",,,
2530,boobies,EksieKitchin,1.33e+18,11-11-2020 07:33,1,,,1,she has big boobies,,,
720,big butt,Deadsyy,1.33e+18,11-11-2020 03:09,0,,,0,"I don’t have a big ass, but I’m proud of what I got. My legs/ butt are getting more toned. It’s small, but it’s mighty💪🏾",,,
2177,asslick,AlbertCarey8,1.33e+18,08-11-2020 19:25,1,,,1,Just go away you asslick.,,,
2302,Balls,VacationsVfx,1.33e+18,11-11-2020 07:14,0,,,1,they call me bitch balls,,,
2987,eat pussy,gwaperela,1.33e+18,11-11-2020 10:47,0,,,1,I ain’t got a talking stage in me do you love me? &amp; do you eat pussy?,,,
2156,assblaster,assblaster_3000,1.33e+18,08-11-2020 08:12,1,,,1,what u even talking about babe what’s up,,,
1671,Aroused,IquantumstateI,1.33e+18,10-11-2020 22:17,0,,,1,Licking your whole body until you become so aroused you cum 😳,,,
809,bitch,hiimrouge,1.33e+18,11-11-2020 07:27,0,,,0,"Why are people who smoke weed so passionate about it? I once told a friend i wont try it cuz i experience dissociation and the bitch who only speaks in slangs went Stanford on me, tf??? Calm down its just weed",,,
6,Aroused,KarinaAngelique,1.33e+18,11-11-2020 05:59,0,,,0,trying to understand why white women are aroused by men in maid outfits,,,
3553,suck,porn_click_870,1.33e+18,11-11-2020 13:00,0,,,1,suck me . . . .,,,
3226,erection,imimigold,1.33e+18,11-11-2020 11:06,0,,,1,Your lips gives me erection,,,
1062,boobs,b0kuakasimp,1.33e+18,11-11-2020 08:08,0,,,0,i saw boobs,,,
1758,Aroused,satust,1.33e+18,10-11-2020 21:29,0,,,1,If you've ever had a teenaged son you'll know that the ridiculous things they're aroused by has nothing to do with whether or not they're deprived. Agree that we shouldn't change it based on that though. Teenaged boys will get excited over the sound of high heels.,,,
2352,Balls,LoverShotacon,1.33e+18,11-11-2020 07:21,0,,,1,if fiction = reality then why my favourite character isnt balls deep in m,,,
611,Balls,whoreforzouis,1.33e+18,11-11-2020 07:03,0,,,0,about to go bleach my eye balls,,,
242,ass,JirehJayy,1.33e+18,11-11-2020 06:55,0,,,0,😭😭😭 good ass coma,,,
155,ass,brooklynazriel,1.33e+18,11-11-2020 06:55,0,,,0,"I got a early nail appointment, bout to cancel on bibi ass 🤦🏾‍♀️",,,
3451,slut,Moonlighthill77,1.35e+18,09-01-2021 09:01,1,,,1,"Bigger the hoops, bigger the slut",,,
1287,cunt,TheSaltminer,1.33e+18,11-11-2020 09:16,0,,,0,Day going great. I just saw Sam Newman at an intersection in his Bentley and pissed him off by yelling “oh fuck it’s tha…,,,
171,ass,ChubbyBunny345_,1.33e+18,11-11-2020 06:54,0,,,0,them dirty ass teeth,,,
2534,boobies,KamaPisachiii,1.33e+18,11-11-2020 07:26,3,,,1,Press her boobies💦 and 👅 her slutty face,,,
2422,bitch,bstdpower,1.33e+18,11-11-2020 07:27,0,,,1,▶️david guetta feat. akon- sexy bitch,,,
1059,Boobjob,TheBookofGinko,1.33e+18,10-11-2020 12:56,0,,,0,Pretty sure one of my CWs got a boobjob a few months ago.. and lipfillings.. &amp; prob some more nip/tuck here n there.,,,
167,ass,AussieRiolu,1.33e+18,11-11-2020 06:54,0,,,0,Haven't done one myself in a long ass time.,,,
2309,Balls,ThisBitchKena,1.33e+18,11-11-2020 07:11,0,,,1,Cheating ain't for me I'm not sucking 2 dicks n 4 balls,,,
1143,brothel,baileyjojosie,1.33e+18,11-11-2020 05:09,1,,,0,"Any job posting that describes the writing job as ""an intellectual brothel"" is my worst nightmare",,,
2112,ass,thadollvault,1.33e+18,11-11-2020 06:53,0,,,1,Stop trying to be funny towards me 🥱 I will litteraly beat one of you bitches ass 😢‼️ #ALLFACTS,,,
2761,Clit,DevineeeeeBaby,1.33e+18,11-11-2020 04:00,0,,,1,I want my clit sucked on like a Tasso bone,,,
2937,cuntfuck,GrossettJay,1.33e+18,09-11-2020 13:59,0,,,1,"Look at this. Time:0.08+10 dad touches baby privates, an girl, both faces reacts. 0.14: girl:oh that really hurts all night. 0.16: ur gonna fuck up karma im the 1 ur I'm fucking cos I'm ur number 1 cuntfuck. 0.17:mum turns head away cos devil words of bidens expose her evil....",,,
638,Balls,_AsifJavaid,1.33e+18,11-11-2020 07:23,0,,,0,2. Against the balls going away he opens up like a can. Drags the ball too much. Having said that these things can be worked on but I see your excitement because Pakistan hasn't seen this kind of batsman for long. And that is understandable.,,,
1076,boobs,lemolemooo,1.33e+18,11-11-2020 08:01,2,,,0,monotart put boobs on my timeline,,,
3504,sluts,yaas_barbiiie,1.33e+18,11-11-2020 05:48,0,,,1,there are sluts in this house. 😼🥵,,,
2421,big butt,TiggsAKAClaudia,1.33e+18,11-11-2020 06:00,1,,,1,Do these pants make my butt look big? It's your butt that makes your butt look big. What that? Screw these white supremacists 🦊,,,
612,Balls,Proud_Indian132,1.33e+18,11-11-2020 07:03,0,,,0,&amp; get 2 times bold in last 2 balls,,,
373,assblaster,BomptonC,1.32e+18,05-11-2020 04:39,0,,,0,People always think my fear of office chairs exploding is silly until I show them AssBlaster.jpg,,,
1078,boobs,ajaxpenumbrabot,1.33e+18,11-11-2020 08:00,0,,,0,"Hammetts on her hair, I had either-but boobs in the shelves.",,,
659,bastard,zaddyy0,1.33e+18,11-11-2020 07:25,0,,,0,You be bastard😂,,,
2140,ass cowboy,biposeidon,1.33e+18,10-11-2020 00:59,0,,,1,"[ he laughs quietly at the kisses, giving s content hum. his face quickly falls as he processed what the cowboy said, though. ] ...kick my ass? but i proved you're clingy. i already won.",,,
2776,Cock Smoke,killerbeezz5150,1.33e+18,10-11-2020 21:19,0,,,1,i`d love o smoke that cock..,,,
3411,slut,AsiaFuller__,1.35e+18,09-01-2021 09:38,0,,,1,Slut shaming is immature and I don't believe in calling women hoes bc I feel like its degrading to myself. I'm also a woman,,,
2890,cunnilingus,413X4H,1.33e+18,11-11-2020 04:29,2,,,1,SHE BEEFED WITH DELTA AIRLINES! SHE CALLED AER LINGUS AIR CUNNILINGUS! SHE HAD BEEF WITH SWEDEN!!!!,,,
1253,cunt,Peng__Cunt,1.33e+18,11-11-2020 09:43,0,,,0,"Still allergic to Broke, prescription straight to the paper",,,
970,bite me,sashaspeaksja,1.33e+18,11-11-2020 07:26,0,,,0,the forty leg bite really traumatized me yo,,,
2057,ass,CharneleMarie12,1.33e+18,11-11-2020 06:56,0,,,1,Put his ass to sleep and now I got a second wind! Smdh. Just up and shit.,,,
2345,Balls,BigGordoXXX,1.33e+18,11-11-2020 06:50,1,,,1,I need a pretty ass bitch sucking my balls,,,
3004,eat pussy,monae_3001,1.33e+18,11-11-2020 10:26,0,,,1,I dont eat pussy im fasting (on god),,,
357,assbandit,Rafikslife,1.32e+18,03-11-2020 15:42,2,,,0,"Navi , none of my love life tweets are remotely related to you",,,
164,ass,_ImMindBL0WiN,1.33e+18,11-11-2020 06:55,0,,,0,Boring ass conversations 🥴,,,
1379,Cuntass,cuntass_chica,1.33e+18,10-11-2020 03:45,0,,,0,I need a drink now,,,
2032,Aroused,dorregaray_pepe,1.33e+18,10-11-2020 12:29,0,,,1,"The reason for the war of the sexes, feminism, divorce, etc is the absence of satisfaction between partners. Men are broug…",,,
1865,Aroused,almully,1.33e+18,10-11-2020 18:20,0,,,1,I’m very aroused rn,,,
421,Bad Fuck,_ruthalyn,1.33e+18,11-11-2020 06:43,1,,,0,Bro why the fuck did Tatsumi and Mine do me that bad?!?!? I’m fucking bawling mout here da club,,,
2211,Bad Fuck,Labreezeiana,1.33e+18,11-11-2020 06:45,1,,,1,"Bad thang, fine as hell, thick as fuck. Oh my god, that's my baby. Caroline, you divine.",,,
234,ass,sirenaboricua11,1.33e+18,11-11-2020 06:56,1,,,0,I would be cold and have that print all over my ass and back legs 🤣🤣🤣,,,
1269,cunt,derrick_sconi,1.33e+18,11-11-2020 09:32,0,,,0,"Apart from 3 of my friends, any boy that gets heartbroken deserves it imo. That's what you get for being a loving, trustin…",,,
521,Ball licker,DaveJEast,1.33e+18,10-11-2020 03:17,1,,,0,"Ah, a photo of the royal ball licker.",,,
2877,cunnilingus,tim_thereverend,1.33e+18,11-11-2020 08:13,0,,,1,"This is my dog tentatively performing cunnilingus on a strangers dog. Hey, you asked.",,,
1626,whore,awesamdud3,1.33e+18,12-11-2020 19:13,5,,,0,i never said this but idk what whore means,,,
2800,cock suck,Ben_Walker11,1.33e+18,11-11-2020 08:38,0,,,1,"love that, would love you to be riding my cock like this whilst I suck on your tits then pound your pussy balls deep on the bed xxx 😈😈😈😈😈",,,
1069,boobs,mee_tunde,1.33e+18,11-11-2020 08:06,0,,,0,"Who else have noticed, that for girls boobs one is always bigger🤔🤔or is it just me?!👀",,,
3600,whore,wavy_bry,1.33e+18,12-11-2020 18:36,1,,,1,Stop being a whore,,,
3321,rapist,katiekateland,1.33e+18,11-11-2020 07:21,0,,,1,I am so sick of the fat sorry sack of shit orange fucking crybaby cheeto. He is a liar a rapist a cheat,,,
3395,skank whore,ArtusPoetica,1.33e+18,11-11-2020 06:05,0,,,1,I'm a skank slut whore bitch for tortilla chips,,,
1074,boobs,SeekingPraxis,1.33e+18,11-11-2020 08:03,5,,,0,What song makes you think of boobs,,,
3161,eat pussy,mekoj_,1.33e+18,11-11-2020 07:48,0,,,1,I wanna nigga that’s gone wake up out his sleep tryna eat my pussy😂😭,,,
2789,cock suck,OuXe_kun,1.33e+18,11-11-2020 08:55,0,,,1,I would suck so much cock for that money,,,
762,big butt,xLilybunn,1.33e+18,11-11-2020 06:18,7,,,0,"big smash accounts rly have no empathy LOL ‘let’s butt into some random harmless convo and qrt a complete stranger just to annoy them on a stressful day so I can gain maybe one follower’ lmfao idk u leave me alone weirdo, no reason to blow up my notifs",,,
3429,slut,HPot92,1.35e+18,09-01-2021 09:20,0,,,1,"We are the slut dragons that live in these slut caves where we fuck, suck and eat butt",,,
492,Bad Fuck,robynnh04,1.33e+18,11-11-2020 06:46,0,,,0,"i am so so bad with pronouns sometimes buts it's never ever intentional, sometimes i fuck it up even when i know the correct…",,,
2719,Chode,ganjlord420,1.33e+18,10-11-2020 04:30,1,,,1,Lmaoooooo fuck that chode,,,
2155,assblaster,wheatcoast,1.33e+18,08-11-2020 17:00,1,,,1,She's talking about the languages her pussy talk,,,
3431,slut,kaylafl0res,1.35e+18,09-01-2021 09:18,0,,,1,Doing me fuck a slut,,,
882,bitch,RicoRuffino,1.33e+18,11-11-2020 07:26,0,,,0,My nigga on this bitch! Go run my boy shit up !!,,,
2019,Aroused,SkunkySaturn,1.33e+18,10-11-2020 13:00,2,,,1,Always leave them confused and a little aroused..,,,
3154,eat pussy,CuntLover68,1.33e+18,11-11-2020 07:50,0,,,1,"Gorgeous looking girl, fantastic tits, just wanna eat your pussy 😍👅",,,
2722,Chode,ahhhhhhhriana,1.33e+18,10-11-2020 04:17,2,,,1,mr collins you absolute CHODE,,,
3603,whorefucker,NoonelikesShane,1.33e+18,11-11-2020 15:30,0,,,1,Shane is a whorefucker,,,
1517,prostitute,FeitanV8,1.33e+18,10-11-2020 23:38,0,,,0,Fucking a prostitute is like a mystery box full of sexual diseases,,,
2281,Balls,rickymacFL,1.33e+18,11-11-2020 07:20,1,,,1,u look like my fucking balls,,,
3275,prostitute,TheLovePoll,1.33e+18,10-11-2020 23:33,0,,,1,If you have just shut the actual Fuck up and fucked like I paid you for and been a good prostitute,,,
677,bastard,niiisa_m,1.33e+18,11-11-2020 07:25,0,,,0,Heart break na bastard,,,
2376,big butt,ArgAtg75162185,1.33e+18,11-11-2020 03:23,0,,,1,Do you like tongue in ya big bubble butt?,,,
528,Ball licker,ripbucksnort11,1.33e+18,09-11-2020 16:36,0,,,0,Ball licker gotta lick balls huh Steve?,,,
1281,cunt,ByitBx,1.33e+18,11-11-2020 09:27,0,,,0,Cunts in a cunt party do something cunty shocker,,,
2034,Aroused,groupchat_bot,1.33e+18,10-11-2020 12:27,0,,,1,nadi gets aroused by yellow fingers,,,
1764,Aroused,BrindusaB1,1.33e+18,10-11-2020 21:18,0,,,1,#Words #Art &amp; #goodnight “So perfect was Naoko’s physical beauty now that it aroused nothing sexual in me.” Haruki Mur…,,,
1989,Aroused,SquishiSungie,1.33e+18,10-11-2020 14:08,2,,,1,"""WAP by Cardi B featuring Megan Thee Stallion is a song about people who are aroused and have lubricated vaginas."" I found this on an article and I wanna make it my new twitter bio",,,
468,Bad Fuck,goldenbrownhs,1.33e+18,11-11-2020 06:55,0,,,0,"Don't you fucking dare to ask me why i become so sensitive when you don't know what the hell im going through rn. I fucking have a bad sprue and my wisdom tooth is growing. To add a little topping, i am also on my period. So, stop talking to me and joking around me. Now fuck off",,,
1369,Cuntass,cuntass_chica,1.33e+18,10-11-2020 21:15,0,,,0,He can’t leave me alone 😊,,,
1148,brotherfucker,kingcasnovak,1.33e+18,09-11-2020 14:44,39,,,0,"imagine calling deancas shippers embarrassing when you have display names like wincest superspreader, sam and dean brotherfucker, and wincest world",,,
1976,Aroused,Indeeeees,1.33e+18,10-11-2020 14:33,0,,,1,"A woman’s vagina expands when she’s aroused and her clitoris becomes larger when she is aroused... it’s normal, and if it h…",,,
3417,slut,ErinGao12,1.35e+18,09-01-2021 09:30,0,,,1,faye slut Clown . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 416245910,,,
1859,Aroused,DOOMEDTrue,1.33e+18,10-11-2020 18:28,0,,,1,I’m udangerously aroused,,,
3274,prostitute,Joe_the_skeptic,1.33e+18,10-11-2020 23:59,0,,,1,I'm seeing news articles about Melania Trump is looking to divorce Donald when they leave the white house. Probably because she's a prostitute and he's out of money.,,,
1775,Aroused,pektko,1.33e+18,10-11-2020 20:59,0,,,1,😰😰 dk if im scared or aroused rn,,,
2305,Balls,amarisjadee,1.33e+18,11-11-2020 07:12,0,,,1,currently missing his balls,,,
511,Bad Fuck,uhnotnic,1.33e+18,11-11-2020 06:41,0,,,0,when Bad Bunny dropped “X 100pre” life was good as fuck 😔,,,
285,ass,minjisunoo,1.33e+18,11-11-2020 06:55,0,,,0,the way sh got more daily vote than sunoo bcs sunshines dumb ass aint voting anymore for sunoo😩,,,
1513,prostitute,Thotwench,1.33e+18,11-11-2020 03:14,30,,,0,Something about old white men approaching me always makes me feel like a prostitute.It happens way too often and I don't like it.,,,
881,bitch,cyphershuyoo,1.33e+18,11-11-2020 07:26,0,,,0,I WANNA SEE U BITCH,,,
